"","X","chr","chromStart","chromEnd","hgnc_symbol","ensembl_gene_id","strand"
"1532",19183,"1",173009100,173020103,"TNFSF18","ENSG00000120337",-1
"1533",19184,"1",173152873,173176452,"TNFSF4","ENSG00000117586",-1
"1535",19186,"1",173469603,173572233,"SLC9C2","ENSG00000162753",-1
"1536",19187,"1",173578700,173639001,"ANKRD45","ENSG00000183831",-1
"1539",19192,"1",173793641,173827684,"DARS2","ENSG00000117593",1
"1540",19194,"1",173837220,173872687,"ZBTB37","ENSG00000185278",1
"1541",19195,"1",173872947,173886516,"SERPINC1","ENSG00000117601",-1
"1544",19203,"1",174417212,174418683,"GPR52","ENSG00000203737",1
"1547",19206,"1",175036994,175117202,"TNN","ENSG00000120332",1
"1549",19209,"1",175284330,175712906,"TNR","ENSG00000116147",-1
"1551",19213,"1",176432307,176814735,"PAPPA2","ENSG00000116183",1
"1552",19215,"1",176826438,177134109,"ASTN1","ENSG00000152092",-1
"1553",19217,"1",177140633,177251558,"BRINP2","ENSG00000198797",1
"1554",19219,"1",177893091,177953438,"SEC16B","ENSG00000120341",-1
"1556",19224,"1",178482212,178517734,"TEX35","ENSG00000240021",1
"1557",19225,"1",178511887,178518024,"C1orf220","ENSG00000213057",1
"1559",19227,"1",178818840,178840187,"ANGPTL1","ENSG00000116194",-1
"1564",19234,"1",179334855,179523870,"AXDND1","ENSG00000162779",1
"1565",19236,"1",179519674,179545087,"NPHS2","ENSG00000116218",-1
"1566",19237,"1",179560748,179660407,"TDRD5","ENSG00000162782",1
"1567",19238,"1",179712298,179785333,"FAM163A","ENSG00000143340",1
"1573",19246,"1",180199421,180249380,"LHX4","ENSG00000121454",1
"1576",19252,"1",180882290,180920750,"KIAA1614","ENSG00000135835",1
"1579",19255,"1",181057638,181059977,"IER5","ENSG00000162783",1
"1580",19258,"1",181382238,181777219,"CACNA1E","ENSG00000198216",1
"1581",19259,"1",182023705,182030847,"ZNF648","ENSG00000179930",-1
"1583",19262,"1",182367252,182369751,"TEDDM1","ENSG00000203730",-1
"1584",19265,"1",182419256,182529734,"RGSL1","ENSG00000121446",1
"1585",19266,"1",182542769,182558391,"RNASEL","ENSG00000135828",-1
"1586",19267,"1",182567758,182573543,"RGS16","ENSG00000143333",-1
"1587",19268,"1",182615239,182653711,"RGS8","ENSG00000135824",-1
"1590",19272,"1",182869000,182922660,"SHCBP1L","ENSG00000157060",-1
"1592",19275,"1",183155373,183214035,"LAMC2","ENSG00000058085",1
"1593",19276,"1",183217372,183387737,"NMNAT2","ENSG00000157064",-1
"1595",19283,"1",183524698,183560011,"NCF2","ENSG00000116701",-1
"1597",19286,"1",183605220,183897665,"RGL1","ENSG00000143344",1
"1598",19287,"1",183615541,183622451,"APOBEC4","ENSG00000173627",-1
"1599",19289,"1",183898796,184006863,"COLGALT2","ENSG00000198756",-1
"1606",19299,"1",185126212,185260897,"SWT1","ENSG00000116668",1
"1608",19302,"1",185703683,186160085,"HMCN1","ENSG00000143341",1
"1609",19304,"1",186265405,186283694,"PRG4","ENSG00000116690",1
"1613",19310,"1",186412698,186430254,"PDC","ENSG00000116703",-1
"1614",19311,"1",186640923,186649559,"PTGS2","ENSG00000073756",-1
"1615",19313,"1",186798085,186958113,"PLA2G4A","ENSG00000116711",1
"1616",19314,"1",190066792,190446759,"BRINP3","ENSG00000162670",-1
"1617",19315,"1",192127587,192154945,"RGS18","ENSG00000150681",1
"1620",19320,"1",192605275,192629390,"RGS13","ENSG00000127074",1
"1624",19328,"1",193065598,193075244,"GLRX2","ENSG00000023572",-1
"1626",19330,"1",193148175,193155784,"B3GALT2","ENSG00000162630",-1
"1627",19332,"1",196194909,196578355,"KCNT2","ENSG00000162687",-1
"1629",19335,"1",196743925,196763203,"CFHR3","ENSG00000116785",1
"1630",19336,"1",196788887,196801319,"CFHR1","ENSG00000244414",1
"1631",19337,"1",196788898,196928356,"CFHR2","ENSG00000080910",1
"1632",19338,"1",196819371,196888102,"CFHR4","ENSG00000134365",1
"1633",19339,"1",196946667,196978804,"CFHR5","ENSG00000134389",1
"1634",19340,"1",197008321,197036397,"F13B","ENSG00000143278",-1
"1635",19341,"1",197053258,197115824,"ASPM","ENSG00000066279",-1
"1637",19346,"1",197170592,197447585,"CRB1","ENSG00000134376",1
"1639",19350,"1",197871777,197876497,"C1orf53","ENSG00000203724",1
"1640",19351,"1",197881037,197904608,"LHX9","ENSG00000143355",1
"1642",19354,"1",198492352,198510075,"ATP6V1G3","ENSG00000151418",-1
"1644",19363,"1",199996730,200146552,"NR5A2","ENSG00000116833",1
"1646",19366,"1",200520628,200589862,"KIF14","ENSG00000118193",-1
"1649",19370,"1",200842083,200843306,"GPR25","ENSG00000170128",1
"1650",19371,"1",200860176,200884863,"C1orf106","ENSG00000163362",1
"1651",19372,"1",200938520,200992828,"KIF21B","ENSG00000116852",-1
"1652",19374,"1",201008642,201081694,"CACNA1S","ENSG00000081248",-1
"1653",19375,"1",201083081,201096312,"ASCL5","ENSG00000232237",-1
"1655",19379,"1",201159953,201198080,"IGFN1","ENSG00000163395",1
"1656",19380,"1",201252580,201302121,"PKP1","ENSG00000081277",1
"1657",19381,"1",201328136,201346890,"TNNT2","ENSG00000118194",-1
"1658",19382,"1",201342372,201368736,"LAD1","ENSG00000159166",-1
"1659",19383,"1",201373625,201398994,"TNNI1","ENSG00000159173",-1
"1660",19385,"1",201434620,201438365,"PHLDA3","ENSG00000174307",-1
"1665",19398,"1",201857808,201861434,"SHISA4","ENSG00000198892",1
"1666",19400,"1",201865580,201915715,"LMOD1","ENSG00000163431",-1
"1670",19406,"1",202091986,202102720,"GPR37L1","ENSG00000170075",1
"1672",19408,"1",202116141,202130716,"PTPN7","ENSG00000143851",-1
"1673",19410,"1",202163029,202288909,"LGR6","ENSG00000133067",1
"1674",19412,"1",202300785,202311108,"UBE2T","ENSG00000077152",-1
"1676",19416,"1",202559724,202679545,"SYT2","ENSG00000143858",-1
"1678",19419,"1",202848085,202858263,"RABIF","ENSG00000183155",-1
"1683",689,"1",202995626,203047868,"PPFIA4","ENSG00000143847",1
"1684",799,"1",203052260,203055164,"MYOG","ENSG00000122180",-1
"1685",814,"1",203059782,203136533,"ADORA1","ENSG00000163485",1
"1686",831,"1",203136939,203144941,"MYBPH","ENSG00000133055",-1
"1687",860,"1",203148059,203155877,"CHI3L1","ENSG00000133048",-1
"1688",930,"1",203181955,203242769,"CHIT1","ENSG00000133063",-1
"1691",1036,"1",203444956,203460480,"PRELP","ENSG00000188783",1
"1692",1048,"1",203463271,203477992,"OPTC","ENSG00000188770",1
"1694",1216,"1",203734304,203745361,"LAX1","ENSG00000122188",1
"1698",1328,"1",204042243,204096863,"SOX13","ENSG00000143842",1
"1700",1462,"1",204123944,204135465,"REN","ENSG00000143839",-1
"1701",1509,"1",204159469,204165614,"KISS1","ENSG00000170498",-1
"1702",1519,"1",204167288,204183220,"GOLT1A","ENSG00000174567",-1
"1705",1612,"1",204391756,204463852,"PIK3C2B","ENSG00000133056",-1
"1707",1843,"1",204586298,204654861,"LRRN2","ENSG00000170382",-1
"1708",2143,"1",204797779,204991950,"NFASC","ENSG00000163531",1
"1709",2445,"1",205012325,205047627,"CNTN2","ENSG00000184144",1
"1710",2509,"1",205052258,205053645,"TMEM81","ENSG00000174529",-1
"1712",2597,"1",205111632,205180727,"DSTYK","ENSG00000133059",-1
"1713",2670,"1",205197304,205242471,"TMCC2","ENSG00000133069",1
"1714",2700,"1",205271187,205290883,"NUAK2","ENSG00000163545",-1
"1715",2743,"1",205305220,205326218,"KLHDC8A","ENSG00000162873",-1
"1716",2783,"1",205350506,205425082,"LEMD1","ENSG00000186007",-1
"1717",2883,"1",205473723,205501921,"CDK18","ENSG00000117266",1
"1718",3052,"1",205538013,205572046,"MFSD4","ENSG00000174514",1
"1720",3108,"1",205626979,205649587,"SLC45A3","ENSG00000158715",-1
"1722",3174,"1",205737114,205744588,"RAB7L1","ENSG00000117280",-1
"1723",3240,"1",205758221,205782876,"SLC41A1","ENSG00000133065",-1
"1724",3291,"1",205797150,205819260,"PM20D1","ENSG00000162877",-1
"1725",3375,"1",205882176,205912588,"SLC26A9","ENSG00000174502",-1
"1726",3459,"1",206136916,206155151,"FAM72A","ENSG00000196550",1
"1727",3479,"1",206223976,206231639,"AVPR1B","ENSG00000198049",1
"1728",3487,"1",206238872,206288647,"C1orf186","ENSG00000196533",-1
"1729",3507,"1",206317459,206332104,"CTSE","ENSG00000196188",1
"1731",3653,"1",206643791,206670223,"IKBKE","ENSG00000143466",1
"1732",3714,"1",206664449,206671061,"C1orf147","ENSG00000162888",-1
"1733",3731,"1",206680879,206762616,"RASSF5","ENSG00000136653",1
"1735",3860,"1",206808881,206857764,"DYRK3","ENSG00000143479",1
"1737",3949,"1",206940947,206945839,"IL10","ENSG00000136634",-1
"1738",3977,"1",206972215,207016324,"IL19","ENSG00000142224",1
"1739",4000,"1",207038699,207042568,"IL20","ENSG00000162891",1
"1740",4025,"1",207070788,207077484,"IL24","ENSG00000162892",1
"1741",4076,"1",207077731,207096592,"FAIM3","ENSG00000162894",-1
"1742",4130,"1",207101863,207119811,"PIGR","ENSG00000162896",-1
"1743",4171,"1",207131310,207143970,"FCAMR","ENSG00000162897",-1
"1744",4206,"1",207191866,207206101,"C1orf116","ENSG00000182795",-1
"1745",4221,"1",207217194,207226325,"YOD1","ENSG00000180667",-1
"1746",4266,"1",207222801,207254369,"PFKFB2","ENSG00000123836",1
"1747",4367,"1",207262187,207273338,"C4BPB","ENSG00000123843",1
"1748",4453,"1",207277607,207318317,"C4BPA","ENSG00000123838",1
"1750",4682,"1",207627575,207663240,"CR2","ENSG00000117322",1
"1751",4834,"1",207669492,207813992,"CR1","ENSG00000203710",1
"1752",4931,"1",207818458,207911761,"CR1L","ENSG00000197721",1
"1754",5307,"1",208057594,208084747,"CD34","ENSG00000174059",-1
"1755",5380,"1",208195587,208417665,"PLXNA2","ENSG00000076356",-1
"1756",5489,"1",209757062,209787283,"CAMK1G","ENSG00000008118",1
"1757",5532,"1",209788215,209825811,"LAMB3","ENSG00000196878",-1
"1758",5579,"1",209848765,209849733,"G0S2","ENSG00000123689",1
"1759",5591,"1",209859510,209908295,"HSD11B1","ENSG00000117594",1
"1761",5746,"1",209955661,209957904,"C1orf74","ENSG00000162757",-1
"1764",5821,"1",210111538,210337636,"SYT14","ENSG00000143469",1
"1765",5889,"1",210406144,210419976,"SERTAD4","ENSG00000082497",1
"1766",5929,"1",210501596,210849638,"HHAT","ENSG00000054392",1
"1767",6003,"1",210856555,211307457,"KCNH1","ENSG00000143473",-1
"1770",6167,"1",211649864,211666259,"RD3","ENSG00000198570",-1
"1771",6172,"1",211744910,211752084,"SLC30A1","ENSG00000170385",-1
"1772",6197,"1",211836114,211848960,"NEK2","ENSG00000117650",-1
"1775",6407,"1",212208919,212280742,"DTL","ENSG00000143476",1
"1777",6550,"1",212537273,212588243,"TMEM206","ENSG00000065600",-1
"1780",6642,"1",212797789,212800120,"FAM71A","ENSG00000162771",1
"1781",6648,"1",212859760,212873327,"BATF3","ENSG00000123685",-1
"1783",6739,"1",212965170,212989968,"TATDN3","ENSG00000203705",1
"1784",6829,"1",213003483,213020991,"C1orf227","ENSG00000185523",-1
"1785",6845,"1",213031597,213072705,"FLVCR1","ENSG00000162769",1
"1786",6886,"1",213123862,213165379,"VASH2","ENSG00000143494",1
"1789",7121,"1",214156524,214214595,"PROX1","ENSG00000117707",1
"1793",7402,"1",215179118,215410436,"KCNK2","ENSG00000082482",1
"1795",7547,"1",215796236,216596738,"USH2A","ENSG00000042781",-1
"1796",7668,"1",216676588,217311097,"ESRRG","ENSG00000196482",-1
"1798",7758,"1",217804666,218045038,"SPATA17","ENSG00000162814",1
"1799",7779,"1",218458629,218511325,"RRP15","ENSG00000067533",1
"1800",7808,"1",218519577,218617961,"TGFB2","ENSG00000092969",1
"1801",7849,"1",218683438,218699320,"C1orf143","ENSG00000228208",1
"1803",7899,"1",219858769,220131989,"SLC30A10","ENSG00000196660",-1
"1808",8356,"1",220701568,220837803,"MARK1","ENSG00000116141",1
"1809",8397,"1",220863187,220872499,"C1orf115","ENSG00000162817",1
"1810",8405,"1",220921567,220958150,"MARC2","ENSG00000117791",1
"1811",8422,"1",220960101,220987735,"MARC1","ENSG00000186205",1
"1812",8447,"1",221051699,221058401,"HLX","ENSG00000136630",1
"1813",8458,"1",221874766,221915518,"DUSP10","ENSG00000143507",-1
"1814",8476,"1",222695602,222721445,"HHIPL2","ENSG00000143512",-1
"1815",8512,"1",222731244,222763275,"TAF1A","ENSG00000143498",-1
"1819",8734,"1",222910549,222924147,"FAM177B","ENSG00000197520",1
"1820",8750,"1",222988406,223179337,"DISP1","ENSG00000154309",1
"1821",8772,"1",223282748,223316624,"TLR5","ENSG00000187554",-1
"1823",8845,"1",223566715,223568812,"C1orf65","ENSG00000178395",1
"1827",9071,"1",224301789,224349749,"FBXO28","ENSG00000143756",1
"1832",9396,"1",224622362,224928251,"CNIH3","ENSG00000143786",1
"1839",9746,"1",226073982,226099082,"LEFTY1","ENSG00000243709",-1
"1841",9812,"1",226124298,226129189,"LEFTY2","ENSG00000143768",-1
"1845",9887,"1",226411319,226414755,"MIXL1","ENSG00000185155",1
"1846",9922,"1",226418850,226497570,"LIN9","ENSG00000183814",-1
"1848",10031,"1",226736501,226796915,"C1orf95","ENSG00000203685",1
"1849",10045,"1",226819391,226927024,"ITPKB","ENSG00000143772",-1
"1850",10078,"1",227057885,227083806,"PSEN2","ENSG00000143801",1
"1855",10442,"1",227918126,227923112,"JMJD4","ENSG00000081692",-1
"1856",10454,"1",228003394,228034171,"PRSS38","ENSG00000185888",1
"1857",10459,"1",228106357,228135599,"WNT9A","ENSG00000143816",-1
"1858",10467,"1",228194752,228248961,"WNT3A","ENSG00000154342",1
"1860",10518,"1",228288427,228293112,"C1orf35","ENSG00000143793",-1
"1863",10792,"1",228337553,228347527,"GJC2","ENSG00000198835",1
"1864",10796,"1",228351787,228353213,"IBA57-AS1","ENSG00000203684",-1
"1865",10799,"1",228353516,228369958,"IBA57","ENSG00000181873",1
"1866",10810,"1",228391207,228401365,"C1orf145","ENSG00000162913",-1
"1867",10967,"1",228395831,228566577,"OBSCN","ENSG00000154358",1
"1868",11070,"1",228581374,228594541,"TRIM11","ENSG00000154370",-1
"1869",11096,"1",228595641,228604562,"TRIM17","ENSG00000162931",-1
"1870",11116,"1",228612546,228613026,"HIST3H3","ENSG00000168148",-1
"1871",11119,"1",228645065,228645560,"HIST3H2A","ENSG00000181218",-1
"1874",11135,"1",228870824,228882416,"RHOU","ENSG00000116574",1
"1875",11139,"1",229385383,229387557,"TMEM78","ENSG00000177800",1
"1877",11154,"1",229440129,229441248,"SPHAR","ENSG00000213029",1
"1878",11161,"1",229456758,229479041,"CCSAP","ENSG00000154429",-1
"1879",11171,"1",229566992,229569845,"ACTA1","ENSG00000143632",-1
"1881",11250,"1",229652329,229694442,"ABCB10","ENSG00000135776",-1
"1882",11267,"1",229728858,229761794,"TAF5L","ENSG00000135801",-1
"1883",11281,"1",229761981,229795946,"URB2","ENSG00000135763",1
"1885",11319,"1",230457392,230561475,"PGBD5","ENSG00000177614",-1
"1887",11359,"1",230838269,230850043,"AGT","ENSG00000135744",-1
"1888",11376,"1",230883130,230937749,"CAPN9","ENSG00000135773",1
"1890",11434,"1",231041989,231114621,"TTC13","ENSG00000143643",-1
"1892",11487,"1",231154704,231175992,"FAM89A","ENSG00000182118",-1
"1893",11498,"1",231297858,231357302,"TRIM67","ENSG00000119283",1
"1896",11578,"1",231468480,231473598,"EXOC8","ENSG00000116903",-1
"1901",11736,"1",231762561,232177018,"DISC1","ENSG00000162946",1
"1903",11851,"1",232940643,232946092,"MAP10","ENSG00000212916",1
"1906",11954,"1",233463514,233520894,"MLK4","ENSG00000143674",1
"1907",11969,"1",233749750,233808258,"KCNK1","ENSG00000135750",1
"1908",11982,"1",234040679,234460262,"SLC35F3","ENSG00000183780",1
"1909",11992,"1",234509202,234519795,"COA6","ENSG00000168275",1
"1918",12221,"1",235710987,235814054,"GNG4","ENSG00000168243",-1
"1922",12371,"1",236378855,236445319,"ERO1LB","ENSG00000086619",-1
"1923",12410,"1",236511562,236648214,"EDARADD","ENSG00000186197",1
"1926",12613,"1",236849754,236927931,"ACTN2","ENSG00000077522",1
"1928",12693,"1",237167403,237167718,"MT1HL1","ENSG00000244020",-1
"1929",12749,"1",237205505,237997288,"RYR2","ENSG00000198626",1
"1930",12780,"1",238045705,238054094,"ZP4","ENSG00000116996",-1
"1932",12796,"1",239549865,240078750,"CHRM3","ENSG00000133019",1
"1933",12806,"1",240177648,240638489,"FMN2","ENSG00000155816",1
"1934",12824,"1",240652873,240775449,"GREM2","ENSG00000180875",-1
"1935",12865,"1",240931554,241520530,"RGS7","ENSG00000182901",-1
"1937",12925,"1",241695434,241758944,"KMO","ENSG00000117009",1
"1938",12945,"1",241753404,241840678,"OPN3","ENSG00000054277",-1
"1939",12952,"1",241792155,241799232,"CHML","ENSG00000203668",-1
"1940",12975,"1",241815580,241965435,"WDR64","ENSG00000162843",1
"1941",12997,"1",242011269,242058450,"EXO1","ENSG00000174371",1
"1942",13013,"1",242158792,242162375,"MAP1LC3C","ENSG00000197769",-1
"1943",13026,"1",242246288,242687998,"PLD5","ENSG00000180287",-1
"1947",13189,"1",244214585,244220778,"ZBTB18","ENSG00000179456",1
"1949",13195,"1",244515937,244552965,"C1orf100","ENSG00000173728",1
"1951",13236,"1",244617679,244804479,"C1orf101","ENSG00000179397",1
"1955",13346,"1",245133007,245290466,"EFCAB2","ENSG00000203666",1
"1956",13379,"1",245318287,245872733,"KIF26B","ENSG00000162849",1
"1958",13442,"1",246703862,246729626,"TFB2M","ENSG00000162851",-1
"1962",13569,"1",247108849,247242113,"ZNF670","ENSG00000135747",-1
"1963",13575,"1",247108849,247171395,"ZNF695","ENSG00000197472",-1
"1964",13593,"1",247263264,247267674,"ZNF669","ENSG00000188295",-1
"1965",13600,"1",247273462,247275719,"C1orf229","ENSG00000221953",-1
"1967",13619,"1",247460714,247495148,"ZNF496","ENSG00000162714",-1
"1968",13653,"1",247579458,247612410,"NLRP3","ENSG00000162711",1
"1969",13673,"1",247614255,247615308,"OR2B11","ENSG00000177535",-1
"1970",13690,"1",247670360,247740992,"GCSAML","ENSG00000169224",1
"1971",13702,"1",247693434,247697141,"OR2C3","ENSG00000196242",-1
"1972",13706,"1",247751662,247752615,"OR2G2","ENSG00000177489",1
"1973",13709,"1",247768856,247769838,"OR2G3","ENSG00000177476",1
"1974",13712,"1",247835320,247836365,"OR13G1","ENSG00000197437",-1
"1975",13715,"1",247875045,247876105,"OR6F1","ENSG00000169214",-1
"1976",13716,"1",247886401,247887345,"OR14A2","ENSG00000241128",-1
"1977",13720,"1",247901917,247902861,"OR14K1","ENSG00000153230",1
"1978",13724,"1",247920676,247921982,"OR1C1","ENSG00000221888",-1
"1979",13726,"1",247978102,247979031,"OR14A16","ENSG00000196772",-1
"1980",13729,"1",248004199,248005254,"OR11L1","ENSG00000197591",-1
"1981",13733,"1",248020501,248041507,"TRIM58","ENSG00000162722",1
"1982",13743,"1",248031277,248060449,"OR2W3","ENSG00000238243",1
"1983",13746,"1",248084320,248085258,"OR2T8","ENSG00000177462",1
"1984",13749,"1",248097071,248098057,"OR2AJ1","ENSG00000177275",1
"1985",13753,"1",248100493,248264224,"OR2L13","ENSG00000196071",1
"1986",13758,"1",248112160,248113098,"OR2L8","ENSG00000196936",1
"1987",13760,"1",248128535,248129641,"OR2AK2","ENSG00000187080",1
"1988",13764,"1",248185250,248186188,"OR2L5","ENSG00000197454",1
"1989",13765,"1",248201474,248202607,"OR2L2","ENSG00000203663",1
"1990",13767,"1",248223984,248224922,"OR2L3","ENSG00000198128",1
"1991",13770,"1",248308450,248309388,"OR2M5","ENSG00000162727",1
"1992",13774,"1",248343288,248344331,"OR2M2","ENSG00000198601",1
"1993",13775,"1",248366332,248367392,"OR2M3","ENSG00000228198",1
"1994",13777,"1",248402231,248403166,"OR2M4","ENSG00000171180",1
"1995",13781,"1",248436073,248437138,"OR2T33","ENSG00000177212",-1
"1996",13783,"1",248457918,248458880,"OR2T12","ENSG00000177201",-1
"1997",13784,"1",248486894,248487899,"OR2M7","ENSG00000177186",-1
"1998",13788,"1",248512077,248513015,"OR14C36","ENSG00000177174",1
"1999",13790,"1",248524883,248525929,"OR2T4","ENSG00000196944",1
"2000",13792,"1",248550910,248551836,"OR2T6","ENSG00000198104",1
"2001",13795,"1",248569296,248570405,"OR2T1","ENSG00000175143",1
"2002",13796,"1",248604508,248605434,"OR2T7","ENSG00000227152",1
"2003",13797,"1",248616077,248617130,"OR2T2","ENSG00000196240",1
"2004",13800,"1",248636627,248637634,"OR2T3","ENSG00000196539",1
"2005",13802,"1",248651885,248652898,"OR2T5","ENSG00000203661",1
"2006",13804,"1",248684916,248685964,"OR2G6","ENSG00000188558",1
"2007",13807,"1",248721784,248722797,"OR2T29","ENSG00000182783",-1
"2008",13808,"1",248737022,248738080,"OR2T34","ENSG00000183310",-1
"2009",13810,"1",248756052,248757100,"OR2T10","ENSG00000184022",-1
"2010",13814,"1",248789420,248790491,"OR2T11","ENSG00000183130",-1
"2011",13815,"1",248801588,248802559,"OR2T35","ENSG00000177151",-1
"2012",13819,"1",248813232,248814185,"OR2T27","ENSG00000187701",-1
"2013",13821,"1",248844628,248845629,"OR14I1","ENSG00000189181",-1
"2014",13828,"1",249104648,249120832,"SH3BP5L","ENSG00000175137",-1
"2015",13836,"1",249132409,249143716,"ZNF672","ENSG00000171161",1
"2017",13914,"1",249200395,249214145,"PGBD2","ENSG00000185220",1
"2018",10592,"10",92828,120103,"TUBB8","ENSG00000173876",-1
"2020",11403,"10",320130,735683,"DIP2C","ENSG00000151240",-1
"2021",11529,"10",695888,711109,"PRR26","ENSG00000180525",1
"2023",11738,"10",1017097,1034281,"AL359878.1","ENSG00000205740",-1
"2025",11993,"10",1064847,1071799,"IDI2","ENSG00000148377",-1
"2027",12136,"10",1095478,1178237,"WDR37","ENSG00000047056",1
"2028",12237,"10",1228073,1779670,"ADARB2","ENSG00000185736",-1
"2029",12381,"10",3108525,3179904,"PFKP","ENSG00000067057",1
"2032",13431,"10",4828821,4890254,"AKR1E2","ENSG00000165568",1
"2033",13590,"10",4934796,5025475,"AKR1C1","ENSG00000187134",1
"2034",14296,"10",5029967,5060223,"AKR1C2","ENSG00000151632",-1
"2035",14353,"10",5077546,5149878,"AKR1C3","ENSG00000196139",1
"2036",14392,"10",5196335,5244449,"AKR1CL1","ENSG00000196326",-1
"2037",14716,"10",5237425,5260912,"AKR1C4","ENSG00000198610",1
"2038",14789,"10",5406972,5416169,"UCN3","ENSG00000178473",1
"2039",14943,"10",5435061,5446793,"TUBAL3","ENSG00000178462",-1
"2041",15044,"10",5540658,5541533,"CALML5","ENSG00000178372",-1
"2042",15053,"10",5566924,5568225,"CALML3","ENSG00000178363",1
"2043",15073,"10",5680830,5708558,"ASB13","ENSG00000196372",-1
"2046",15618,"10",5903580,5931869,"ANKRD16","ENSG00000134461",-1
"2048",16144,"10",5990855,6020150,"IL15RA","ENSG00000134470",-1
"2049",16395,"10",6052652,6104288,"IL2RA","ENSG00000134460",-1
"2052",17146,"10",6392278,6394723,"DKFZP667F0711","ENSG00000212743",1
"2053",17157,"10",6469105,6622263,"PRKCQ","ENSG00000065675",-1
"2055",1122,"10",7601232,7708961,"ITIH5","ENSG00000123243",-1
"2056",3918,"10",7745232,7791483,"ITIH2","ENSG00000151655",1
"2057",4852,"10",7792925,7829990,"KIN","ENSG00000151657",-1
"2059",6751,"10",7860467,8058590,"TAF3","ENSG00000165632",1
"2061",7712,"10",11047259,11378674,"CELF2","ENSG00000048740",1
"2062",8766,"10",11495945,11653753,"USP6NL","ENSG00000148429",-1
"2063",9298,"10",11784365,11806069,"ECHDC3","ENSG00000134463",1
"2064",9548,"10",11865338,11914276,"PROSER2","ENSG00000148426",1
"2070",12262,"10",12391481,12877545,"CAMK1D","ENSG00000183049",1
"2071",12734,"10",12938627,13141652,"CCDC3","ENSG00000151468",-1
"2073",13787,"10",13203554,13253104,"MCM10","ENSG00000065328",1
"2074",14769,"10",13263767,13276334,"UCMA","ENSG00000165623",-1
"2075",14907,"10",13319796,13344412,"PHYH","ENSG00000107537",-1
"2077",16151,"10",13480484,13570974,"BEND7","ENSG00000165626",-1
"2081",18190,"10",14861249,14880574,"CDNF","ENSG00000185267",-1
"2083",18437,"10",14920819,14946314,"SUV39H2","ENSG00000152455",1
"2085",18873,"10",15001438,15030049,"MEIG1","ENSG00000197889",1
"2086",18904,"10",15074226,15115851,"OLAH","ENSG00000152463",1
"2087",18978,"10",15119522,15130775,"ACBD7","ENSG00000176244",-1
"2088",18982,"10",15137384,15139318,"C10orf111","ENSG00000176236",-1
"2090",19005,"10",15144583,15210692,"NMT2","ENSG00000152465",-1
"2091",19024,"10",15253642,15413061,"FAM171A1","ENSG00000148468",-1
"2092",19029,"10",15555948,15762124,"ITGA8","ENSG00000077943",-1
"2094",19062,"10",16478942,16555736,"PTER","ENSG00000165983",1
"2095",19069,"10",16555742,16564004,"C1QL3","ENSG00000165985",-1
"2097",19090,"10",16865963,17171830,"CUBN","ENSG00000107611",-1
"2098",19118,"10",17184253,17244053,"TRDMT1","ENSG00000107614",-1
"2100",19199,"10",17360382,17496329,"ST8SIA6","ENSG00000148488",-1
"2101",19202,"10",17631958,17659376,"PTPLA","ENSG00000165996",-1
"2103",19222,"10",17794251,17842867,"TMEM236","ENSG00000148483",1
"2104",19233,"10",17851362,17953178,"MRC1L1","ENSG00000183748",1
"2105",19249,"10",18041218,18089855,"TMEM236","ENSG00000184040",1
"2106",19256,"10",18098352,18200091,"MRC1","ENSG00000120586",1
"2107",19264,"10",18240768,18332221,"SLC39A12","ENSG00000148482",1
"2108",19274,"10",18429606,18830798,"CACNB2","ENSG00000165995",1
"2109",19307,"10",18834490,18940551,"NSUN6","ENSG00000241058",-1
"2110",19319,"10",18948334,18970568,"ARL5B","ENSG00000165997",1
"2111",19323,"10",19492779,20079330,"MALRD1","ENSG00000204740",1
"2114",19358,"10",21414692,21435488,"C10orf113","ENSG00000204683",-1
"2115",19360,"10",21781587,21786191,"CASC10","ENSG00000204682",-1
"2116",19361,"10",21802407,21814611,"SKIDA1","ENSG00000180592",-1
"2119",19399,"10",22497743,22498950,"EBLN1","ENSG00000223601",-1
"2122",19425,"10",22634399,22743153,"SPAG6","ENSG00000077327",1
"2124",618,"10",23216953,23326518,"ARMC3","ENSG00000165309",1
"2126",1545,"10",23481256,23483181,"PTF1A","ENSG00000168267",1
"2127",1547,"10",23492745,23528745,"C10orf115","ENSG00000204566",-1
"2128",1555,"10",23556124,23633774,"C10orf67","ENSG00000179133",-1
"2129",1741,"10",23728198,23731308,"OTUD1","ENSG00000165312",1
"2132",3315,"10",25137536,25241533,"PRTFDC1","ENSG00000099256",-1
"2133",3678,"10",25270908,25305089,"ENKUR","ENSG00000151023",-1
"2134",3857,"10",25305587,25315593,"THNSL1","ENSG00000185875",1
"2135",3871,"10",25463991,25891155,"GPR158","ENSG00000151025",1
"2136",3991,"10",26223196,26501456,"MYO3A","ENSG00000095777",1
"2137",4648,"10",26505236,26593487,"GAD2","ENSG00000136750",1
"2138",5070,"10",26727132,26856732,"APBB1IP","ENSG00000077420",1
"2139",5299,"10",26986588,27035727,"PDSS1","ENSG00000148459",1
"2143",8108,"10",27443753,27475853,"MASTL","ENSG00000120539",1
"2145",526,"10",27687116,27703297,"PTCHD3","ENSG00000182077",-1
"2147",1229,"10",27961804,28034989,"MKX","ENSG00000150051",-1
"2148",1332,"10",28064115,28287977,"ARMC4","ENSG00000169126",-1
