"","X","chr","chromStart","chromEnd","hgnc_symbol","ensembl_gene_id","strand"
"5222",8308,"13",51483814,51544592,"RNASEH2B","ENSG00000136104",1
"5225",8418,"13",51928213,52028400,"INTS6","ENSG00000102786",-1
"5235",8803,"13",52986737,53024763,"VPS36","ENSG00000136100",-1
"5236",8860,"13",53029564,53050763,"CKAP2","ENSG00000136108",1
"5237",8897,"13",53191605,53217919,"HNRNPA1L2","ENSG00000139675",1
"5238",8911,"13",53226844,53275044,"SUGT1","ENSG00000165416",1
"5249",9254,"13",60970591,61148012,"TDRD3","ENSG00000083544",1
"5257",9460,"13",73329540,73356234,"DIS3","ENSG00000083520",-1
"5258",9513,"13",73356197,73590591,"PIBF1","ENSG00000083535",1
"5262",9606,"13",75858808,76056250,"TBC1D4","ENSG00000136111",-1
"5263",9663,"13",76099350,76123575,"COMMD6","ENSG00000188243",-1
"5264",9685,"13",76123619,76180085,"UCHL3","ENSG00000118939",1
"5265",9804,"13",76194570,76434004,"LMO7","ENSG00000136153",1
"5267",9889,"13",77454312,77460540,"KCTD12","ENSG00000178695",-1
"5270",9912,"13",77566740,77601330,"FBXL3","ENSG00000005812",-1
"5271",10020,"13",77618792,77901185,"MYCBP2","ENSG00000005810",-1
"5277",10346,"13",79885962,79980612,"RBM26","ENSG00000139746",-1
"5292",10675,"13",96329393,96447243,"DNAJC3","ENSG00000102580",1
"5293",10711,"13",96453834,96705736,"UGGT2","ENSG00000102595",-1
"5296",10797,"13",97873688,98046374,"MBNL2","ENSG00000139793",1
"5298",10913,"13",98605912,98676551,"IPO5","ENSG00000065150",1
"5299",11019,"13",98794816,99102027,"FARP1","ENSG00000152767",1
"5301",11098,"13",99102455,99230194,"STK24","ENSG00000102572",-1
"5303",11253,"13",99445741,99738879,"DOCK9","ENSG00000088387",-1
"5304",11362,"13",99853028,100038688,"UBAC2","ENSG00000134882",1
"5307",11388,"13",100153671,100216260,"TM9SF2","ENSG00000125304",1
"5311",11453,"13",100741269,101182686,"PCCA","ENSG00000175198",1
"5315",11702,"13",102104966,102375456,"ITGBL1","ENSG00000198542",1
"5317",11742,"13",103249353,103331521,"TPP2","ENSG00000134900",1
"5322",11835,"13",103451399,103493885,"BIVM","ENSG00000134897",1
"5323",11865,"13",103497194,103528345,"ERCC5","ENSG00000134899",1
"5327",11921,"13",107194021,107220512,"ARGLU1","ENSG00000134884",-1
"5334",12083,"13",110801318,110959496,"COL4A1","ENSG00000187498",-1
"5335",12133,"13",110958159,111165374,"COL4A2","ENSG00000134871",1
"5337",12164,"13",111267881,111292340,"CARKD","ENSG00000213995",1
"5338",12197,"13",111293759,111365950,"CARS2","ENSG00000134905",-1
"5339",12300,"13",111365083,111373421,"ING1","ENSG00000153487",1
"5341",12320,"13",111530887,111567416,"ANKRD10","ENSG00000088448",-1
"5342",12438,"13",111766906,111958084,"ARHGEF7","ENSG00000102606",1
"5349",12731,"13",113548692,113754053,"MCF2L","ENSG00000126217",1
"5353",12860,"13",113831891,113863029,"PCID2","ENSG00000126226",-1
"5354",13014,"13",113862552,113919399,"CUL4A","ENSG00000139842",1
"5355",13044,"13",113951556,113977987,"LAMP1","ENSG00000185896",1
"5358",13070,"13",114110134,114145267,"DCUN1D2","ENSG00000150401",-1
"5359",13088,"13",114145310,114204542,"TMCO3","ENSG00000150403",1
"5360",13111,"13",114239013,114295785,"TFDP1","ENSG00000198176",1
"5366",13254,"13",115000362,115038198,"CDC16","ENSG00000130177",1
"5367",13285,"13",115047059,115071283,"UPF3A","ENSG00000169062",1
"5368",13299,"13",115079988,115092796,"CHAMP1","ENSG00000198824",1
"5388",1273,"14",20779527,20801471,"CCNB1IP1","ENSG00000100814",-1
"5389",1728,"14",20811741,20826064,"PARP2","ENSG00000129484",1
"5393",2951,"14",20923350,20925927,"APEX1","ENSG00000100823",1
"5395",3453,"14",20937113,20945253,"PNP","ENSG00000198805",1
"5402",4056,"14",21152336,21167130,"ANG","ENSG00000214274",1
"5406",4089,"14",21269387,21271437,"RNASE1","ENSG00000129538",-1
"5409",4487,"14",21457929,21465189,"METTL17","ENSG00000165792",1
"5411",6203,"14",21484922,21539031,"NDRG2","ENSG00000165795",-1
"5420",8563,"14",21677295,21737653,"HNRNPC","ENSG00000092199",-1
"5422",9139,"14",21819631,21852425,"SUPT16H","ENSG00000092201",-1
"5423",9468,"14",21853353,21924285,"CHD8","ENSG00000100888",-1
"5424",9680,"14",21927179,21945132,"RAB2B","ENSG00000129472",-1
"5425",9753,"14",21944756,21967319,"TOX4","ENSG00000092203",1
"5426",9902,"14",21966277,21979517,"METTL3","ENSG00000165819",-1
"5431",10633,"14",23033805,23058175,"DAD1","ENSG00000129562",-1
"5434",10782,"14",23235731,23241007,"OXA1L","ENSG00000155463",1
"5436",11209,"14",23299088,23304246,"MRPL52","ENSG00000172590",1
"5437",11308,"14",23305766,23318236,"MMP14","ENSG00000157227",1
"5440",11489,"14",23369854,23388393,"RBM23","ENSG00000100461",-1
"5441",12051,"14",23389720,23398794,"PRMT5","ENSG00000100462",-1
"5442",12289,"14",23415437,23426370,"HAUS4","ENSG00000092036",-1
"5445",13008,"14",23485752,23504439,"PSMB5","ENSG00000100804",-1
"5448",13149,"14",23527773,23564823,"ACIN1","ENSG00000100813",-1
"5451",13478,"14",23594504,23652883,"SLC7A8","ENSG00000092068",-1
"5455",13699,"14",23767999,23780968,"BCL2L2","ENSG00000129473",1
"5457",13734,"14",23790498,23795394,"PABPN1","ENSG00000100836",1
"5464",14259,"14",23938897,23979071,"NGDN","ENSG00000129460",1
"5467",14493,"14",24028774,24037279,"AP1G2","ENSG00000213983",-1
"5477",15600,"14",24583404,24594451,"DCAF11","ENSG00000100897",1
"5479",15973,"14",24605367,24608176,"PSME1","ENSG00000092010",1
"5481",16064,"14",24612574,24616779,"PSME2","ENSG00000100911",-1
"5483",16423,"14",24630262,24635774,"IRF9","ENSG00000213928",1
"5486",16997,"14",24658349,24682679,"TM9SF1","ENSG00000100926",-1
"5491",17258,"14",24686058,24701660,"NEDD8","ENSG00000129559",-1
"5492",17317,"14",24701628,24708448,"GMPR2","ENSG00000100938",1
"5493",17438,"14",24708849,24711880,"TINF2","ENSG00000092330",-1
"5507",18371,"14",24898492,24910540,"KHNYN","ENSG00000100441",1
"5519",531,"14",31091318,31205018,"SCFD1","ENSG00000092108",1
"5521",1601,"14",31363005,31495607,"STRN3","ENSG00000196792",-1
"5523",2121,"14",31569318,31677010,"HECTD1","ENSG00000092148",-1
"5524",2501,"14",31760994,31889788,"HEATR5A","ENSG00000129493",-1
"5527",3203,"14",32545320,32628934,"ARHGAP5","ENSG00000100852",1
"5532",4027,"14",34985135,35008916,"EAPP","ENSG00000129518",-1
"5533",4103,"14",35030300,35099389,"SNX6","ENSG00000129515",-1
"5535",4571,"14",35221937,35344853,"BAZ1A","ENSG00000198604",-1
"5536",4938,"14",35451163,35498773,"SRP54","ENSG00000100883",1
"5537",5214,"14",35514113,35582336,"FAM177A1","ENSG00000151327",1
"5539",5799,"14",35591052,35743271,"KIAA0391","ENSG00000100890",1
"5540",6096,"14",35747839,35786699,"PSMA6","ENSG00000100902",1
"5541",6212,"14",35870717,35873955,"NFKBIA","ENSG00000100906",-1
"5545",7390,"14",36767770,36789882,"MBIP","ENSG00000151332",-1
"5552",8559,"14",38059189,38069245,"FOXA1","ENSG00000129514",-1
"5556",8837,"14",39501123,39578850,"SEC23A","ENSG00000100934",-1
"5559",9215,"14",39644387,39652422,"PNN","ENSG00000100941",1
"5568",10896,"14",45553302,45585485,"PRPF39","ENSG00000185246",1
"5569",11039,"14",45584803,45604522,"FKBP3","ENSG00000100442",-1
"5571",11353,"14",45672393,45722743,"MIS18BP1","ENSG00000129534",-1
"5575",13339,"14",50043390,50065408,"RPS29","ENSG00000213741",-1
"5578",13441,"14",50085237,50087403,"RPL36AL","ENSG00000165502",-1
"5583",13707,"14",50234326,50249909,"KLHDC2","ENSG00000165516",1
"5584",13997,"14",50249997,50319921,"NEMF","ENSG00000165525",-1
"5585",14177,"14",50359810,50361490,"ARF6","ENSG00000165527",1
"5589",14255,"14",50583847,50698276,"SOS2","ENSG00000100485",-1
"5593",14552,"14",50885219,51027844,"MAP4K5","ENSG00000012983",-1
"5596",15058,"14",51186481,51297839,"NIN","ENSG00000100503",-1
"5597",15469,"14",51324609,51411454,"PYGL","ENSG00000100504",-1
"5600",15766,"14",51706880,51722759,"TMX1","ENSG00000139921",1
"5601",15806,"14",51955818,52197445,"FRMD6","ENSG00000139926",1
"5603",15980,"14",52456193,52471420,"C14orf166","ENSG00000087302",1
"5609",16411,"14",53106634,53162618,"ERO1L","ENSG00000197930",-1
"5610",16450,"14",53173890,53195305,"PSMC6","ENSG00000100519",1
"5613",16589,"14",53323986,53419153,"FERMT2","ENSG00000073712",-1
"5616",16956,"14",54863567,54886936,"CDKN3","ENSG00000100526",1
"5617",17131,"14",54893654,54908149,"CNIH1","ENSG00000100528",-1
"5618",17171,"14",54941202,54955914,"GMFB","ENSG00000197045",-1
"5624",17552,"14",55518349,55536910,"MAPK1IP1L","ENSG00000168175",1
"5625",17559,"14",55590828,55612126,"LGALS3","ENSG00000131981",1
"5627",17741,"14",55738021,55828636,"FBXO34","ENSG00000178974",1
"5630",17840,"14",56025790,56168244,"KTN1","ENSG00000126777",1
"5635",18278,"14",57735627,57756797,"AP5M1","ENSG00000053770",1
"5640",18453,"14",58666798,58701750,"ACTR10","ENSG00000131966",1
"5641",18509,"14",58711549,58738730,"PSMA3","ENSG00000100567",1
"5642",18669,"14",58765103,58840605,"ARID4A","ENSG00000032219",1
"5644",18690,"14",58875212,58894332,"TIMM9","ENSG00000100575",-1
"5647",18762,"14",59655364,59838123,"DAAM1","ENSG00000100592",1
"5650",18805,"14",59951161,59972128,"JKAMP","ENSG00000050130",1
"5654",18890,"14",60558629,60635851,"PCNXL4","ENSG00000126773",1
"5655",18916,"14",60610838,60636574,"DHRS7","ENSG00000100612",-1
"5656",18932,"14",60712470,60765805,"PPM1A","ENSG00000100614",1
"5666",18970,"14",62162231,62214976,"HIF1A","ENSG00000100644",1
"5671",19000,"14",63838075,64010092,"PPP2R5E","ENSG00000154001",-1
"5674",759,"14",64319683,64693165,"SYNE2","ENSG00000054654",1
"5676",4067,"14",64854749,64926722,"MTHFD1","ENSG00000100714",1
"5679",4440,"14",64970430,65000408,"ZBTB1","ENSG00000126804",1
"5686",6059,"14",65381203,65528521,"CHURC1-FNTB","ENSG00000125954",1
"5689",6524,"14",65472892,65569413,"MAX","ENSG00000125952",-1
"5690",6797,"14",65877310,66210839,"FUT8","ENSG00000033170",1
"5694",8187,"14",67761088,67826982,"ATP6V1D","ENSG00000100554",-1
"5695",8553,"14",67826714,67853233,"EIF2S1","ENSG00000134001",1
"5701",9148,"14",68113792,68141548,"VTI1B","ENSG00000100568",-1
"5702",9276,"14",68143518,68162531,"RDH11","ENSG00000072042",-1
"5705",10216,"14",68286496,69196935,"RAD51B","ENSG00000182185",1
"5706",10415,"14",69254377,69263190,"ZFP36L1","ENSG00000185650",-1
"5707",10545,"14",69340860,69446157,"ACTN1","ENSG00000072110",-1
"5708",11017,"14",69517598,69619867,"DCAF5","ENSG00000139990",-1
"5709",11103,"14",69658228,69709075,"EXD2","ENSG00000081177",1
"5711",11395,"14",69846848,69865344,"ERH","ENSG00000100632",-1
"5712",11455,"14",69864732,69929105,"SLC39A9","ENSG00000029364",1
"5716",11555,"14",70078313,70181859,"KIAA0247","ENSG00000100647",1
"5717",11757,"14",70193617,70238722,"SRSF5","ENSG00000100650",1
"5725",12577,"14",71047974,71067384,"MED6","ENSG00000133997",-1
"5735",14263,"14",73525144,73588122,"RBM25","ENSG00000119707",1
"5736",14650,"14",73603126,73690399,"PSEN1","ENSG00000080815",1
"5738",15467,"14",73741815,73930348,"NUMB","ENSG00000133961",-1
"5746",15939,"14",74181825,74256988,"ELMSAN1","ENSG00000156030",-1
"5749",16161,"14",74353320,74399214,"ZNF410","ENSG00000119725",1
"5753",16898,"14",74486056,74549566,"CCDC176","ENSG00000119636",1
"5757",17205,"14",74752126,74769759,"ABCD4","ENSG00000119688",-1
"5760",17467,"14",74942895,74960880,"NPC2","ENSG00000119655",-1
"5766",17970,"14",75230069,75322244,"YLPM1","ENSG00000119596",1
"5768",18182,"14",75348594,75370448,"DLST","ENSG00000119689",1
"5775",18556,"14",75548822,75594047,"NEK9","ENSG00000119638",-1
"5776",18581,"14",75598173,75643334,"TMED10","ENSG00000170348",-1
"5777",18596,"14",75745477,75748933,"FOS","ENSG00000170345",1
"5781",18684,"14",76099968,76421421,"TTLL5","ENSG00000119685",1
"5783",18820,"14",76424442,76449334,"TGFB3","ENSG00000119699",-1
"5784",18831,"14",76618259,76720685,"GPATCH2L","ENSG00000089916",1
"5802",4811,"14",77924213,77935817,"AHSA1","ENSG00000100591",1
"5804",5353,"14",77972340,78083116,"SPTLC2","ENSG00000100596",-1
"5806",5561,"14",78174414,78227447,"SLIRP","ENSG00000119705",1
"5807",5895,"14",78183942,78227550,"SNW1","ENSG00000100603",-1
"5814",8130,"14",81641796,81687721,"GTF2A1","ENSG00000165417",-1
"5816",8578,"14",81937893,82000205,"SEL1L","ENSG00000071537",-1
"5823",10129,"14",89029253,89079853,"ZC3H14","ENSG00000100722",1
"5825",11504,"14",89290497,89344335,"TTC8","ENSG00000165533",1
"5826",11839,"14",89591215,90085493,"FOXN3","ENSG00000053254",-1
"5832",12826,"14",90862846,90874605,"CALM1","ENSG00000198668",1
"5838",14537,"14",91923955,91976898,"SMEK1","ENSG00000100796",-1
"5840",14839,"14",92246095,92333880,"TC2N","ENSG00000165929",-1
"5842",15097,"14",92432335,92507240,"TRIP11","ENSG00000100815",-1
"5843",15955,"14",92524896,92572965,"ATXN3","ENSG00000066427",-1
"5844",17641,"14",92582466,92588261,"NDUFB1","ENSG00000183648",-1
"5845",17675,"14",92588281,92630755,"CPSF2","ENSG00000165934",1
"5848",17981,"14",93170152,93215047,"LGMN","ENSG00000100600",-1
"5849",18120,"14",93260576,93306308,"GOLGA5","ENSG00000066455",1
"5851",18239,"14",93403259,93582665,"ITPK1","ENSG00000100605",-1
"5856",18388,"14",93703896,93799438,"BTBD7","ENSG00000011114",-1
"5863",18602,"14",94517266,94547591,"DDX24","ENSG00000089737",-1
"5865",18666,"14",94571182,94583033,"IFI27","ENSG00000165949",1
"5866",18712,"14",94594116,94596590,"IFI27L2","ENSG00000119632",-1
"5870",18767,"14",94843084,94857030,"SERPINA1","ENSG00000197249",-1
"5876",18894,"14",95078714,95090392,"SERPINA3","ENSG00000196136",1
"5878",18920,"14",95552565,95624347,"DICER1","ENSG00000100697",-1
"5881",1458,"14",95999840,96011061,"GLRX5","ENSG00000182512",1
"5890",2962,"14",96967770,97033448,"PAPOLA","ENSG00000090060",1
"5895",4583,"14",99864083,99947216,"SETD3","ENSG00000183576",-1
"5896",5093,"14",99947506,100001381,"CCNK","ENSG00000090061",1
"5901",6593,"14",100437786,100610573,"EVL","ENSG00000196405",1
"5906",7795,"14",100800125,100843142,"WARS","ENSG00000140105",-1
"5913",9621,"14",102228135,102394326,"PPP2R5C","ENSG00000078304",1
"5914",10247,"14",102430865,102517129,"DYNC1H1","ENSG00000197102",1
"5915",10582,"14",102547075,102606036,"HSP90AA1","ENSG00000080824",-1
"5916",10882,"14",102605840,102691184,"WDR20","ENSG00000140153",1
"5919",11798,"14",102808956,102829253,"CINP","ENSG00000100865",-1
"5925",12400,"14",103398716,103523799,"CDC42BPB","ENSG00000198752",-1
"5928",12821,"14",103799881,103811362,"EIF5","ENSG00000100664",1
"5929",13027,"14",103851729,103970168,"MARK3","ENSG00000075413",1
"5932",13674,"14",104022881,104029168,"BAG5","ENSG00000166170",-1
"5933",13823,"14",104028233,104167888,"KLC1","ENSG00000126214",1
"5938",14844,"14",104182067,104200005,"ZFYVE21","ENSG00000100711",1
"5940",15170,"14",104378625,104394606,"C14orf2","ENSG00000156411",-1
"5951",16034,"14",105235686,105262088,"AKT1","ENSG00000142208",-1
"5962",17393,"14",105714827,105717430,"BTBD6","ENSG00000184887",1
"5965",17571,"14",105886159,105937066,"MTA1","ENSG00000182979",1
"5967",17944,"14",105952654,105955284,"CRIP1","ENSG00000213145",1
"5979",42,"15",22892005,23006016,"CYFIP1","ENSG00000068793",1
"5980",90,"15",23004684,23034427,"NIPA2","ENSG00000140157",-1
"5989",183,"15",25068794,25223870,"SNRPN","ENSG00000128739",1
"5992",265,"15",25582381,25684128,"UBE3A","ENSG00000114062",-1
"6005",2191,"15",29991571,30261068,"TJP1","ENSG00000104067",-1
"6014",3029,"15",31231144,31283810,"MTMR10","ENSG00000166912",-1
"6030",4900,"15",34376218,34394149,"EMC7","ENSG00000134153",-1
"6033",5180,"15",34517200,34522357,"EMC4","ENSG00000128463",1
"6035",5870,"15",34633917,34635378,"NOP10","ENSG00000182117",-1
"6039",6611,"15",34817408,34880704,"GOLGA8B","ENSG00000215252",-1
"6042",6733,"15",35147732,35262040,"AQR","ENSG00000021776",-1
"6043",6863,"15",35270542,35280488,"ZNF770","ENSG00000198146",-1
"6054",8114,"15",39873280,39891667,"THBS1","ENSG00000137801",1
"6057",8275,"15",40226347,40327797,"EIF2AK4","ENSG00000128829",1
"6058",8395,"15",40327940,40331389,"SRP14","ENSG00000140319",-1
"6069",9228,"15",40697686,40728146,"IVD","ENSG00000128928",1
"6082",63,"15",41136216,41150405,"SPINT1","ENSG00000166145",1
"6089",171,"15",41523037,41574043,"CHP1","ENSG00000187446",1
"6091",192,"15",41624892,41673248,"NUSAP1","ENSG00000137804",1
"6093",234,"15",41700606,41775761,"RTF1","ENSG00000137815",1
"6098",931,"15",41913422,42062141,"MGA","ENSG00000174197",1
"6108",2402,"15",42450899,42500514,"VPS39","ENSG00000166887",-1
"6109",2695,"15",42502730,42565861,"TMEM87A","ENSG00000103978",-1
"6112",3981,"15",42705021,42783321,"ZNF106","ENSG00000103994",-1
"6113",4199,"15",42783431,42837547,"SNAP23","ENSG00000092531",1
"6122",6100,"15",43477316,43487396,"CCNDBP1","ENSG00000166946",1
"6129",7029,"15",43699407,43802926,"TP53BP1","ENSG00000067369",-1
"6131",7509,"15",43825660,43882430,"PPIP5K1","ENSG00000168781",-1
"6136",8607,"15",44038590,44065477,"PDIA3","ENSG00000167004",1
"6138",8771,"15",44069285,44094787,"SERF2","ENSG00000140264",1
"6141",9056,"15",44096690,44117000,"MFAP1","ENSG00000140259",-1
"6144",9242,"15",44580927,44707956,"CASC4","ENSG00000166734",1
"6146",9415,"15",44829255,44855227,"EIF3J","ENSG00000104131",1
"6147",9658,"15",44854894,44955876,"SPG11","ENSG00000104133",-1
"6149",9939,"15",45003675,45011075,"B2M","ENSG00000166710",1
"6152",10210,"15",45315302,45369383,"SORD","ENSG00000140263",1
"6163",10942,"15",45879321,45908197,"BLOC1S6","ENSG00000104164",1
"6164",11037,"15",45923346,45983492,"SQRDL","ENSG00000137767",1
"6170",11580,"15",48623208,48635570,"DUT","ENSG00000128951",1
"6171",11675,"15",48700503,48938046,"FBN1","ENSG00000166147",-1
"6175",2,"15",49280673,49338760,"SECISBP2L","ENSG00000138593",-1
"6176",15,"15",49398268,49447858,"COPS2","ENSG00000166200",-1
"6184",156,"15",50569389,50647605,"GABPB1","ENSG00000104064",-1
"6185",202,"15",50716577,50793280,"USP8","ENSG00000138592",1
"6187",259,"15",50844670,50979012,"TRPM7","ENSG00000092439",-1
"6188",310,"15",50999506,51058005,"SPPL2A","ENSG00000138600",-1
"6197",873,"15",52121825,52239492,"TMOD3","ENSG00000138594",1
"6198",918,"15",52230222,52264003,"LEO1","ENSG00000166477",-1
"6199",955,"15",52244303,52358462,"MAPK6","ENSG00000069956",1
"6202",1171,"15",52484519,52587995,"MYO5C","ENSG00000128833",-1
"6204",1648,"15",52839242,52862080,"ARPP19","ENSG00000128989",-1
"6205",1727,"15",52873514,53002014,"FAM214A","ENSG00000047346",-1
"6216",2432,"15",56119120,56285944,"NEDD4","ENSG00000069869",-1
"6220",2832,"15",56922379,57210769,"ZNF280D","ENSG00000137871",-1
"6221",3103,"15",57210821,57591479,"TCF12","ENSG00000140262",1
"6223",3457,"15",57884106,58006943,"GCOM1","ENSG00000137878",1
"6229",3985,"15",58887403,59042177,"ADAM10","ENSG00000137845",-1
"6232",4222,"15",59171244,59225852,"SLTM","ENSG00000137776",-1
"6239",4870,"15",59930261,59949740,"GTF2A2","ENSG00000140307",-1
"6240",4917,"15",59951345,59981733,"BNIP2","ENSG00000140299",-1
"6242",5416,"15",60639333,60695082,"ANXA2","ENSG00000182718",-1
"6245",6565,"15",62144588,62352672,"VPS13C","ENSG00000129003",-1
"6248",7247,"15",62682725,63136830,"TLN2","ENSG00000171914",1
"6249",34,"15",63334831,63364114,"TPM1","ENSG00000140416",1
"6251",73,"15",63418071,63450220,"RPS27L","ENSG00000185088",-1
"6252",77,"15",63481668,63559981,"RAB8B","ENSG00000166128",1
"6254",115,"15",63613577,63674360,"CA12","ENSG00000074410",-1
"6255",140,"15",63796793,63886839,"USP3","ENSG00000140455",1
"6257",207,"15",63900817,64126141,"HERC1","ENSG00000103657",-1
"6259",237,"15",64364758,64386217,"FAM96A","ENSG00000166797",-1
"6260",257,"15",64386322,64438289,"SNX1","ENSG00000028528",1
"6262",325,"15",64448011,64455404,"PPIB","ENSG00000166794",-1
"6263",386,"15",64457716,64648442,"CSNK1G1","ENSG00000169118",-1
"6266",452,"15",64679947,64747502,"TRIP4","ENSG00000103671",1
"6267",469,"15",64752941,64978264,"ZNF609","ENSG00000180357",1
"6268",565,"15",64979772,64995480,"OAZ2","ENSG00000180304",-1
"6273",1096,"15",65255362,65282648,"SPG21","ENSG00000090487",-1
"6278",1409,"15",65409717,65426174,"PDCD7","ENSG00000090470",-1
"6284",1959,"15",65734801,65810042,"DPP8","ENSG00000074603",-1
"6285",2396,"15",65822756,65870687,"PTPLAD1","ENSG00000074696",1
"6286",2536,"15",65871091,65903627,"VWA9","ENSG00000138614",-1
"6289",3266,"15",66018392,66184329,"RAB11A","ENSG00000103769",1
"6294",4055,"15",66782473,66790151,"SNAPC5","ENSG00000174446",-1
"6295",4132,"15",66790355,66816870,"RPL4","ENSG00000174444",-1
"6300",5317,"15",67493371,67547533,"AAGAB","ENSG00000103591",-1
"6303",5757,"15",67835047,68099461,"MAP2K5","ENSG00000137764",1
"6305",6088,"15",68346517,68483096,"PIAS1","ENSG00000033800",1
"6308",6313,"15",68570141,68588203,"FEM1B","ENSG00000169018",1
"6311",6591,"15",69070874,69113236,"ANP32A","ENSG00000140350",-1
"6317",7329,"15",69745123,69748255,"RPLP1","ENSG00000137818",1
"6318",7687,"15",70340129,70390515,"TLE3","ENSG00000140332",-1
"6319",8025,"15",70946893,71055932,"UACA","ENSG00000137831",-1
"6323",8468,"15",71389291,72075722,"THSD4","ENSG00000187720",1
"6328",9007,"15",72491370,72524164,"PKM","ENSG00000067225",-1
"6329",9266,"15",72533522,72565340,"PARP6","ENSG00000137817",-1
"6332",9739,"15",72635775,72668817,"HEXA","ENSG00000213614",-1
"6334",10001,"15",72766667,72879692,"ARIH1","ENSG00000166233",1
"6338",10256,"15",73043710,73078187,"ADPGK","ENSG00000159322",-1
"6339",10345,"15",73344051,73597547,"NEO1","ENSG00000067141",1
"6342",10638,"15",73852355,73926475,"NPTN","ENSG00000156642",-1
"6343",10700,"15",73976307,74006859,"CD276","ENSG00000103855",1
"6351",11305,"15",74466012,74469213,"ISLR","ENSG00000129009",1
"6356",11816,"15",74738318,74753523,"UBL7","ENSG00000138629",-1
"6358",11949,"15",74890841,74932057,"CLK3","ENSG00000179335",1
"6362",12226,"15",75074398,75095539,"CSK","ENSG00000103653",1
"6366",12581,"15",75136071,75165706,"SCAMP2","ENSG00000140497",-1
"6376",12984,"15",75628232,75634268,"COMMD4","ENSG00000140365",1
"6379",13288,"15",75661720,75748183,"SIN3A","ENSG00000169375",-1
"6382",13514,"15",75931426,75941047,"IMP3","ENSG00000177971",-1
"6387",13557,"15",76135622,76193419,"UBE2Q2","ENSG00000140367",1
"6391",13848,"15",76507696,76603813,"ETFA","ENSG00000140374",-1
"6394",14077,"15",77223960,77242601,"RCN2","ENSG00000117906",1
"6396",14241,"15",77336359,77376326,"TSPAN3","ENSG00000140391",-1
"6398",14293,"15",77712754,77777949,"HMG20A","ENSG00000140382",1
"6400",14345,"15",78276378,78370066,"TBC1D2B","ENSG00000167202",-1
"6405",14662,"15",78556428,78574538,"DNAJA4","ENSG00000140403",1
"6406",14759,"15",78570177,78592136,"WDR61","ENSG00000140395",-1
"6411",15140,"15",78832747,78841604,"PSMA4","ENSG00000041357",1
"6416",15261,"15",79102829,79190475,"MORF4L1","ENSG00000185787",1
"6417",15346,"15",79213400,79241916,"CTSH","ENSG00000103811",-1
"6420",15520,"15",79603404,79704334,"TMED3","ENSG00000166557",1
"6428",15578,"15",80351910,80430735,"ZFAND6","ENSG00000086666",1
"6429",15646,"15",80444832,80479288,"FAH","ENSG00000103876",1
"6444",16099,"15",82821158,82824972,"RPS17","ENSG00000184779",-1
"6445",16160,"15",83205504,83209315,"RPS17L","ENSG00000182774",-1
"6453",16472,"15",83685174,83736106,"BTBD1","ENSG00000064726",-1
"6455",16532,"15",83784320,83876770,"HDGFRP3","ENSG00000166503",-1
"6461",16739,"15",85185999,85197574,"WDR73","ENSG00000177082",-1
"6463",16829,"15",85212775,85259947,"SEC11A","ENSG00000140612",-1
"6468",17177,"15",85923802,86292586,"AKAP13","ENSG00000170776",1
"6473",17449,"15",89010684,89022222,"MRPS11","ENSG00000181991",1
"6479",17607,"15",89441916,89456642,"MFGE8","ENSG00000140545",-1
"6480",17645,"15",89630690,89745591,"ABHD2","ENSG00000140526",1
"6493",18004,"15",90373831,90437574,"AP3S2","ENSG00000157823",-1
"6497",18045,"15",90626277,90645736,"IDH2","ENSG00000182054",-1
"6499",18134,"15",90773207,90777279,"CIB1","ENSG00000185043",-1
"6502",18173,"15",90808891,90816463,"NGRN","ENSG00000182768",1
"6505",18193,"15",90931450,91045475,"IQGAP1","ENSG00000140575",1
"6511",214,"15",91473410,91497323,"UNC45A","ENSG00000140553",1
"6514",372,"15",91509270,91538859,"PRC1","ENSG00000198901",-1
"6521",897,"15",93426526,93571237,"CHD2","ENSG00000173575",1
"6526",1943,"15",96869167,96883492,"NR2F2","ENSG00000185551",1
"6530",2031,"15",99192200,99507759,"IGF1R","ENSG00000140443",1
"6535",2802,"15",100017370,100256671,"MEF2A","ENSG00000068305",1
"6545",4273,"15",101715928,101792137,"CHSY1","ENSG00000131873",-1
"6546",4316,"15",101811022,101817705,"VIMP","ENSG00000131871",-1
"6549",5308,"15",102161847,102192594,"TM2D3","ENSG00000184277",-1
"6556",678,"16",103010,107669,"SNRNP25","ENSG00000161981",1
"6557",723,"16",108058,126354,"RHBDF1","ENSG00000007384",-1
"6565",1114,"16",238968,279462,"LUC7L","ENSG00000007392",-1
"6566",1289,"16",284545,319942,"ITFG3","ENSG00000167930",1
"6571",1775,"16",417384,420527,"MRPL28","ENSG00000086504",-1
"6573",1910,"16",446725,460367,"NME4","ENSG00000103202",1
"6575",2056,"16",475619,573011,"RAB11FIP3","ENSG00000090565",1
"6582",2345,"16",684429,686358,"C16orf13","ENSG00000130731",-1
"6587",2931,"16",730224,732870,"STUB1","ENSG00000103266",1
"6588",3031,"16",731671,734529,"JMJD8","ENSG00000161999",-1
"6610",4330,"16",1355548,1377019,"UBE2I","ENSG00000103275",1
"6613",4745,"16",1401924,1413352,"GNPTG","ENSG00000090581",1
"6623",5413,"16",1728257,1752281,"HN1L","ENSG00000206053",1
"6626",5644,"16",1821891,1823156,"MRPS34","ENSG00000074071",-1
