"chr" "chromStart" "chromEnd" "hgnc_symbol" "ensembl_gene_id" "strand"
"5161" "chr13" 41635410 41658137 "WBP4" "ENSG00000120688" 1
"5162" "chr13" 41701705 41706882 "KBTBD6" "ENSG00000165572" -1
"5163" "chr13" 41763969 41768702 "KBTBD7" "ENSG00000120696" -1
"5164" "chr13" 41790505 41837742 "MTRF1" "ENSG00000120662" -1
"5166" "chr13" 42031695 42045018 "RGCC" "ENSG00000102760" 1
"5168" "chr13" 42614176 42830714 "DGKH" "ENSG00000102780" 1
"5170" "chr13" 43136872 43182149 "TNFSF11" "ENSG00000120659" 1
"5171" "chr13" 43355686 43365683 "FAM216B" "ENSG00000179813" 1
"5173" "chr13" 43597339 43683045 "DNAJC15" "ENSG00000120675" 1
"5174" "chr13" 43787654 44361044 "ENOX1" "ENSG00000120658" -1
"5175" "chr13" 44398045 44453827 "CCDC122" "ENSG00000151773" -1
"5176" "chr13" 44453420 44468068 "LACC1" "ENSG00000179630" 1
"5177" "chr13" 44717679 44735393 "SMIM2" "ENSG00000139656" -1
"5178" "chr13" 44947801 44971850 "SERP2" "ENSG00000151778" 1
"5180" "chr13" 45513384 45563618 "NUFIP1" "ENSG00000083635" -1
"5183" "chr13" 45766988 45775175 "KCTD4" "ENSG00000180332" -1
"5185" "chr13" 45967451 45992590 "SLC25A30" "ENSG00000174032" -1
"5187" "chr13" 46108657 46189874 "FAM194B" "ENSG00000165837" -1
"5188" "chr13" 46276446 46288694 "SPERT" "ENSG00000174015" 1
"5189" "chr13" 46354405 46425871 "SIAH3" "ENSG00000215475" -1
"5191" "chr13" 46627321 46679211 "CPB2" "ENSG00000080618" -1
"5193" "chr13" 46786083 46851501 "LRRC63" "ENSG00000173988" 1
"5194" "chr13" 46916139 47012325 "KIAA0226L" "ENSG00000102445" -1
"5195" "chr13" 47127303 47327175 "LRCH1" "ENSG00000136141" 1
"5197" "chr13" 47405685 47471169 "HTR2A" "ENSG00000102468" -1
"5199" "chr13" 48611703 48621358 "NUDT15" "ENSG00000136159" 1
"5204" "chr13" 49063095 49107369 "RCBTB2" "ENSG00000136161" -1
"5205" "chr13" 49280951 49283498 "CYSLTR2" "ENSG00000152207" 1
"5207" "chr13" 49794474 49796513 "MLNR" "ENSG00000102539" 1
"5208" "chr13" 49822047 49867618 "CDADC1" "ENSG00000102543" 1
"5209" "chr13" 49882786 50018262 "CAB39L" "ENSG00000102547" -1
"5211" "chr13" 50018429 50069138 "SETDB2" "ENSG00000136169" 1
"5213" "chr13" 50106082 50159719 "RCBTB1" "ENSG00000136144" -1
"5214" "chr13" 50202435 50208008 "ARL11" "ENSG00000152213" 1
"5215" "chr13" 50234859 50265611 "EBPL" "ENSG00000123179" -1
"5217" "chr13" 50486842 50510626 "SPRYD7" "ENSG00000123178" -1
"5219" "chr13" 50589390 50595058 "KCNRG" "ENSG00000198553" 1
"5220" "chr13" 50656307 51297372 "DLEU1" "ENSG00000176124" 1
"5221" "chr13" 51285144 51418075 "DLEU7" "ENSG00000186047" -1
"5223" "chr13" 51796503 51858377 "FAM124A" "ENSG00000150510" 1
"5226" "chr13" 52158644 52336171 "WDFY2" "ENSG00000139668" 1
"5227" "chr13" 52342129 52378293 "DHRS12" "ENSG00000102796" -1
"5228" "chr13" 52436117 52440366 "CCDC70" "ENSG00000123171" 1
"5229" "chr13" 52506809 52585630 "ATP7B" "ENSG00000123191" -1
"5232" "chr13" 52611093 52703214 "NEK5" "ENSG00000197168" -1
"5233" "chr13" 52706775 52733996 "NEK3" "ENSG00000136098" -1
"5234" "chr13" 52951305 52980629 "THSD1" "ENSG00000136114" -1
"5239" "chr13" 53277399 53313947 "LECT1" "ENSG00000136110" -1
"5240" "chr13" 53418109 53422775 "PCDH8" "ENSG00000136099" -1
"5241" "chr13" 53602894 53626192 "OLFM4" "ENSG00000102837" 1
"5242" "chr13" 57715052 57718073 "PRR20A" "ENSG00000204919" 1
"5243" "chr13" 57721622 57724643 "PRR20B" "ENSG00000204918" 1
"5244" "chr13" 57728195 57731216 "PRR20C" "ENSG00000229665" 1
"5245" "chr13" 57734766 57737787 "PRR20D" "ENSG00000227151" 1
"5246" "chr13" 57741331 57744352 "PRR20E" "ENSG00000234278" 1
"5247" "chr13" 58205944 58303445 "PCDH17" "ENSG00000118946" 1
"5248" "chr13" 60239717 60738121 "DIAPH3" "ENSG00000139734" -1
"5250" "chr13" 61983818 62002220 "PCDH20" "ENSG00000197991" -1
"5251" "chr13" 64320934 64321323 "AL445989.1" "ENSG00000226974" 1
"5252" "chr13" 66876967 67804468 "PCDH9" "ENSG00000184226" -1
"5253" "chr13" 70274726 70682591 "KLHL1" "ENSG00000150361" -1
"5254" "chr13" 72012098 72441330 "DACH1" "ENSG00000165659" -1
"5255" "chr13" 73282495 73301825 "MZT1" "ENSG00000204899" -1
"5256" "chr13" 73302061 73330336 "BORA" "ENSG00000136122" 1
"5259" "chr13" 73629114 73651676 "KLF5" "ENSG00000102554" 1
"5260" "chr13" 74260226 74708394 "KLF12" "ENSG00000118922" -1
"5261" "chr13" 74987094 74993252 "AL355390.1" "ENSG00000177596" -1
"5266" "chr13" 76445187 76457947 "C13orf45" "ENSG00000178734" 1
"5268" "chr13" 77522632 77532777 "IRG1" "ENSG00000102794" 1
"5269" "chr13" 77564795 77576652 "CLN5" "ENSG00000102805" 1
"5272" "chr13" 78109809 78219398 "SCEL" "ENSG00000136155" 1
"5273" "chr13" 78272023 78338377 "SLAIN1" "ENSG00000139737" 1
"5274" "chr13" 78469616 78493903 "EDNRB" "ENSG00000136160" -1
"5275" "chr13" 79172497 79177673 "POU4F1" "ENSG00000152192" -1
"5276" "chr13" 79188426 79233314 "RNF219" "ENSG00000152193" -1
"5278" "chr13" 80055287 80130210 "NDFIP2" "ENSG00000102471" 1
"5279" "chr13" 80910111 80915086 "SPRY2" "ENSG00000136158" -1
"5280" "chr13" 84451344 84456528 "SLITRK1" "ENSG00000178235" -1
"5281" "chr13" 86366925 86373623 "SLITRK6" "ENSG00000184564" -1
"5282" "chr13" 88324870 88331871 "SLITRK5" "ENSG00000165300" 1
"5283" "chr13" 92050929 93519490 "GPC5" "ENSG00000179399" 1
"5284" "chr13" 93879095 95059655 "GPC6" "ENSG00000183098" 1
"5285" "chr13" 95089558 95131936 "DCT" "ENSG00000080166" -1
"5286" "chr13" 95226308 95248511 "TGDS" "ENSG00000088451" -1
"5287" "chr13" 95254157 95286899 "GPR180" "ENSG00000152749" 1
"5288" "chr13" 95361886 95364389 "SOX21" "ENSG00000125285" -1
"5289" "chr13" 95672083 95953687 "ABCC4" "ENSG00000125257" -1
"5290" "chr13" 96085858 96232013 "CLDN10" "ENSG00000134873" 1
"5291" "chr13" 96230457 96296957 "DZIP1" "ENSG00000134874" -1
"5294" "chr13" 96743093 97485671 "HS6ST3" "ENSG00000185352" 1
"5295" "chr13" 97637973 97646984 "OXGR1" "ENSG00000165621" -1
"5297" "chr13" 98086476 98121382 "RAP2A" "ENSG00000125249" 1
"5300" "chr13" 98828039 98829519 "RNF113B" "ENSG00000139797" -1
"5302" "chr13" 99336055 99404908 "SLC15A1" "ENSG00000088386" -1
"5305" "chr13" 99906968 99913998 "GPR18" "ENSG00000125245" -1
"5306" "chr13" 99946784 99959659 "GPR183" "ENSG00000169508" -1
"5308" "chr13" 100258919 100549387 "CLYBL" "ENSG00000125246" 1
"5309" "chr13" 100615218 100624163 "ZIC5" "ENSG00000139800" -1
"5310" "chr13" 100634026 100639018 "ZIC2" "ENSG00000043355" 1
"5312" "chr13" 101183810 101241782 "GGACT" "ENSG00000134864" -1
"5313" "chr13" 101256181 101327347 "TMTC4" "ENSG00000125247" -1
"5314" "chr13" 101706130 102068843 "NALCN" "ENSG00000102452" -1
"5316" "chr13" 102372134 103054124 "FGF14" "ENSG00000102466" -1
"5318" "chr13" 103338094 103346854 "METTL21C" "ENSG00000139780" -1
"5319" "chr13" 103381801 103389159 "CCDC168" "ENSG00000175820" -1
"5320" "chr13" 103418340 103426161 "TEX30" "ENSG00000151287" -1
"5321" "chr13" 103436631 103451357 "KDELC1" "ENSG00000134901" -1
"5324" "chr13" 103696350 103719196 "SLC10A2" "ENSG00000125255" -1
"5325" "chr13" 106118216 106143383 "DAOA" "ENSG00000182346" 1
"5326" "chr13" 107142079 107187462 "EFNB2" "ENSG00000125266" -1
"5328" "chr13" 107820883 108519083 "FAM155A" "ENSG00000204442" -1
"5329" "chr13" 108859787 108870716 "LIG4" "ENSG00000174405" -1
"5330" "chr13" 108870727 108886603 "ABHD13" "ENSG00000139826" 1
"5331" "chr13" 108903588 108960832 "TNFSF13B" "ENSG00000102524" 1
"5332" "chr13" 109248500 109860355 "MYO16" "ENSG00000041515" 1
"5333" "chr13" 110406184 110438915 "IRS2" "ENSG00000185950" -1
"5336" "chr13" 111175417 111214080 "RAB20" "ENSG00000139832" -1
"5343" "chr13" 111968531 111996596 "TEX29" "ENSG00000153495" 1
"5344" "chr13" 112721913 112726020 "SOX1" "ENSG00000182968" 1
"5345" "chr13" 113030633 113089003 "SPACA7" "ENSG00000153498" 1
"5346" "chr13" 113139325 113242481 "TUBGCP3" "ENSG00000126216" -1
"5347" "chr13" 113301358 113338811 "C13orf35" "ENSG00000197595" 1
"5348" "chr13" 113344643 113541482 "ATP11A" "ENSG00000068650" 1
"5350" "chr13" 113760105 113774995 "F7" "ENSG00000057593" 1
"5351" "chr13" 113777128 113803843 "F10" "ENSG00000126218" 1
"5352" "chr13" 113812968 113826694 "PROZ" "ENSG00000126231" 1
"5356" "chr13" 113978505 114018446 "GRTP1" "ENSG00000139835" -1
"5357" "chr13" 114076260 114107839 "ADPRHL1" "ENSG00000153531" -1
"5361" "chr13" 114303119 114312501 "ATP4B" "ENSG00000186009" -1
"5362" "chr13" 114321470 114440708 "GRK1" "ENSG00000185974" 1
"5363" "chr13" 114462216 114514926 "TMEM255B" "ENSG00000184497" 1
"5364" "chr13" 114523522 114567046 "GAS6" "ENSG00000183087" -1
"5365" "chr13" 114747194 114898086 "RASA3" "ENSG00000185989" -1
"5370" "chr14" 19553365 19590078 "POTEG" "ENSG00000222036" 1
"5371" "chr14" 19983559 20020272 "POTEM" "ENSG00000187537" -1
"5372" "chr14" 20187174 20296531 "OR4N2" "ENSG00000176294" 1
"5373" "chr14" 20215587 20216528 "OR4Q3" "ENSG00000182652" 1
"5374" "chr14" 20248401 20249516 "OR4M1" "ENSG00000176299" 1
"5375" "chr14" 20344391 20345468 "OR4K2" "ENSG00000165762" 1
"5376" "chr14" 20388741 20389818 "OR4K5" "ENSG00000176281" 1
"5377" "chr14" 20403767 20404842 "OR4K1" "ENSG00000155249" 1
"5378" "chr14" 20443603 20444818 "OR4K15" "ENSG00000169488" 1
"5379" "chr14" 20482419 20483352 "OR4K14" "ENSG00000169484" -1
"5380" "chr14" 20502003 20502919 "OR4K13" "ENSG00000176253" -1
"5381" "chr14" 20528204 20529142 "OR4L1" "ENSG00000176246" 1
"5382" "chr14" 20585566 20586597 "OR4K17" "ENSG00000176230" 1
"5383" "chr14" 20611895 20612821 "OR4N5" "ENSG00000184394" 1
"5384" "chr14" 20665495 20666605 "OR11G2" "ENSG00000196832" 1
"5385" "chr14" 20691791 20692964 "OR11H6" "ENSG00000176219" 1
"5386" "chr14" 20710898 20711979 "OR11H4" "ENSG00000176198" 1
"5387" "chr14" 20724717 20774153 "TTC5" "ENSG00000136319" -1
"5390" "chr14" 20833826 20881588 "TEP1" "ENSG00000129566" -1
"5391" "chr14" 20896970 20903801 "KLHL33" "ENSG00000185271" -1
"5392" "chr14" 20914570 20923264 "OSGEP" "ENSG00000092094" -1
"5394" "chr14" 20925878 20929771 "TMEM55B" "ENSG00000165782" -1
"5396" "chr14" 20973696 20979328 "RNASE10" "ENSG00000182545" 1
"5397" "chr14" 21024252 21029090 "RNASE9" "ENSG00000188655" -1
"5398" "chr14" 21051054 21078043 "RNASE11" "ENSG00000173464" -1
"5400" "chr14" 21108855 21109850 "OR6S1" "ENSG00000181803" -1
"5403" "chr14" 21214051 21216539 "EDDM3A" "ENSG00000181562" 1
"5404" "chr14" 21236586 21239107 "EDDM3B" "ENSG00000181552" 1
"5405" "chr14" 21249210 21250626 "RNASE6" "ENSG00000169413" 1
"5407" "chr14" 21359558 21360507 "RNASE3" "ENSG00000169397" 1
"5408" "chr14" 21423611 21424595 "RNASE2" "ENSG00000169385" 1
"5410" "chr14" 21467414 21470030 "SLC39A2" "ENSG00000165794" 1
"5412" "chr14" 21492268 21504435 "TPPP2" "ENSG00000179636" 1
"5413" "chr14" 21500979 21502944 "RNASE13" "ENSG00000206150" -1
"5414" "chr14" 21510385 21512393 "RNASE7" "ENSG00000165799" 1
"5415" "chr14" 21525981 21526614 "RNASE8" "ENSG00000173431" 1
"5416" "chr14" 21538429 21558399 "ARHGEF40" "ENSG00000165801" 1
"5417" "chr14" 21558205 21572881 "ZNF219" "ENSG00000165804" -1
"5418" "chr14" 21567096 21571883 "TMEM253" "ENSG00000232070" 1
"5419" "chr14" 21623026 21624222 "OR5AU1" "ENSG00000169327" -1
"5421" "chr14" 21756098 21819460 "RPGRIP1" "ENSG00000092200" 1
"5427" "chr14" 21989232 22005350 "SALL2" "ENSG00000165821" -1
"5428" "chr14" 22037934 22038875 "OR10G3" "ENSG00000169208" -1
"5430" "chr14" 22133297 22134238 "OR4E2" "ENSG00000221977" 1
"5432" "chr14" 23067146 23081265 "ABHD4" "ENSG00000100439" 1
"5435" "chr14" 23242431 23299029 "SLC7A7" "ENSG00000155465" -1
"5438" "chr14" 23340822 23350789 "LRP10" "ENSG00000197324" 1
"5439" "chr14" 23352374 23356895 "REM2" "ENSG00000139890" 1
"5443" "chr14" 23440383 23451851 "AJUBA" "ENSG00000129474" -1
"5444" "chr14" 23456110 23479375 "C14orf93" "ENSG00000100802" -1
"5446" "chr14" 23511376 23513269 "PSMB11" "ENSG00000222028" 1
"5447" "chr14" 23516271 23526747 "CDH24" "ENSG00000139880" -1
"5449" "chr14" 23563974 23569665 "C14orf119" "ENSG00000179933" 1
"5450" "chr14" 23586513 23588825 "CEBPE" "ENSG00000092067" -1
"5452" "chr14" 23654525 23742686 "C14orf164" "ENSG00000215277" 1
"5453" "chr14" 23741666 23768656 "HOMEZ" "ENSG00000215271" -1
"5454" "chr14" 23764852 23772057 "PPP1R3E" "ENSG00000235194" -1
"5458" "chr14" 23815515 23822121 "SLC22A17" "ENSG00000092096" -1
"5459" "chr14" 23825611 23834961 "EFS" "ENSG00000100842" -1
"5460" "chr14" 23842018 23845612 "IL25" "ENSG00000166090" 1
"5461" "chr14" 23846017 23848981 "CMTM5" "ENSG00000166091" 1
"5462" "chr14" 23851199 23877486 "MYH6" "ENSG00000197616" -1
"5463" "chr14" 23881947 23904927 "MYH7" "ENSG00000092054" -1
"5465" "chr14" 23990066 24025401 "ZFHX2" "ENSG00000136367" -1
"5468" "chr14" 24037244 24048009 "JPH4" "ENSG00000092051" -1
"5469" "chr14" 24099324 24114848 "DHRS2" "ENSG00000100867" 1
"5470" "chr14" 24407940 24409196 "DHRS4-AS1" "ENSG00000197775" 1
"5471" "chr14" 24422795 24438488 "DHRS4" "ENSG00000157326" 1
"5472" "chr14" 24439148 24475617 "DHRS4L2" "ENSG00000187630" 1
"5473" "chr14" 24521206 24538937 "LRRC16B" "ENSG00000186648" 1
"5474" "chr14" 24540046 24547309 "CPNE6" "ENSG00000100884" 1
"5475" "chr14" 24549316 24584223 "NRL" "ENSG00000129535" -1
"5476" "chr14" 24563262 24579807 "PCK2" "ENSG00000100889" 1
"5478" "chr14" 24600484 24602058 "FITM1" "ENSG00000139914" 1
"5480" "chr14" 24608174 24610797 "EMC9" "ENSG00000100908" -1
"5482" "chr14" 24615892 24629870 "RNF31" "ENSG00000092098" 1
"5484" "chr14" 24641062 24649463 "REC8" "ENSG00000100918" 1
"5485" "chr14" 24649425 24658170 "IPO4" "ENSG00000196497" -1
"5487" "chr14" 24674903 24677568 "TSSK4" "ENSG00000139908" 1
"5489" "chr14" 24683143 24685276 "MDP1" "ENSG00000213920" -1
"5494" "chr14" 24718320 24733638 "TGM1" "ENSG00000092295" -1
"5495" "chr14" 24734744 24740945 "RABGGTA" "ENSG00000100949" -1
"5496" "chr14" 24759804 24769039 "DHRS1" "ENSG00000157379" -1
"5497" "chr14" 24769068 24778330 "NOP9" "ENSG00000196943" 1
"5498" "chr14" 24774302 24780636 "CIDEB" "ENSG00000136305" -1
"5499" "chr14" 24774940 24781259 "LTB4R2" "ENSG00000213906" 1
"5501" "chr14" 24780656 24787242 "LTB4R" "ENSG00000213903" 1
"5502" "chr14" 24787555 24804299 "ADCY4" "ENSG00000129467" -1
"5503" "chr14" 24805227 24809251 "RIPK3" "ENSG00000129465" -1
"5504" "chr14" 24834879 24848810 "NFATC4" "ENSG00000100968" 1
"5505" "chr14" 24867992 24888494 "NYNRIN" "ENSG00000205978" 1
"5506" "chr14" 24895738 24900160 "CBLN3" "ENSG00000139899" -1
"5508" "chr14" 24908972 24912111 "SDR39U1" "ENSG00000100445" -1
"5509" "chr14" 24974559 24977471 "CMA1" "ENSG00000092009" -1
"5510" "chr14" 25042728 25045466 "CTSG" "ENSG00000100448" -1
"5511" "chr14" 25075686 25078905 "GZMH" "ENSG00000100450" -1
"5512" "chr14" 25100160 25103473 "GZMB" "ENSG00000100453" -1
"5513" "chr14" 25278862 25519503 "STXBP6" "ENSG00000168952" -1
"5514" "chr14" 26912299 27066960 "NOVA1" "ENSG00000139910" -1
"5515" "chr14" 29235050 29238870 "FOXG1" "ENSG00000176165" 1
"5516" "chr14" 29241910 29282493 "C14orf23" "ENSG00000186960" 1
"5517" "chr14" 30045687 30661104 "PRKD1" "ENSG00000184304" -1
"5518" "chr14" 31028329 31089269 "G2E3" "ENSG00000092140" 1
"5520" "chr14" 31343720 31364271 "COCH" "ENSG00000100473" 1
"5522" "chr14" 31494312 31562818 "AP4S1" "ENSG00000100478" 1
"5525" "chr14" 31915242 31926716 "DTD2" "ENSG00000129480" -1
"5526" "chr14" 31959162 32330430 "NUBPL" "ENSG00000151413" 1
"5528" "chr14" 32798479 33300567 "AKAP6" "ENSG00000151320" 1
"5529" "chr14" 33404139 34273382 "NPAS3" "ENSG00000151322" 1
"5530" "chr14" 34393437 34931980 "EGLN3" "ENSG00000129521" -1
"5531" "chr14" 34901995 34931562 "SPTSSA" "ENSG00000165389" -1
"5534" "chr14" 35179593 35184029 "CFL2" "ENSG00000165410" -1
"5538" "chr14" 35554673 35591723 "PPP2R3C" "ENSG00000092020" -1
"5542" "chr14" 36003248 36006260 "INSM2" "ENSG00000168348" 1
"5543" "chr14" 36007558 36278510 "RALGAPA1" "ENSG00000174373" -1
"5544" "chr14" 36295524 36401531 "BRMS1L" "ENSG00000100916" 1
"5546" "chr14" 36942493 36983034 "SFTA3" "ENSG00000229415" -1
"5547" "chr14" 36985602 36990354 "NKX2-1" "ENSG00000136352" -1
"5548" "chr14" 37049784 37051812 "NKX2-8" "ENSG00000136327" -1
"5549" "chr14" 37126773 37148920 "PAX9" "ENSG00000198807" 1
"5550" "chr14" 37147636 37642071 "SLC25A21" "ENSG00000183032" -1
"5551" "chr14" 37667118 38021566 "MIPOL1" "ENSG00000151338" 1
"5553" "chr14" 38065052 38510647 "TTC6" "ENSG00000139865" 1
"5554" "chr14" 38677204 38682272 "SSTR1" "ENSG00000139874" 1
"5555" "chr14" 38723308 38725574 "CLEC14A" "ENSG00000176435" -1
"5557" "chr14" 39583427 39606177 "GEMIN2" "ENSG00000092208" 1
"5558" "chr14" 39617015 39639736 "TRAPPC6B" "ENSG00000182400" -1
"5560" "chr14" 39699435 39722859 "MIA2" "ENSG00000150526" 1
"5561" "chr14" 39734488 39856156 "CTAGE5" "ENSG00000150527" 1
"5562" "chr14" 39866873 39901704 "FBXO33" "ENSG00000165355" -1
"5563" "chr14" 42076773 42373752 "LRFN5" "ENSG00000165379" 1
"5564" "chr14" 44973545 44976482 "FSCB" "ENSG00000189139" -1
"5565" "chr14" 45366498 45376460 "C14orf28" "ENSG00000179476" 1
"5566" "chr14" 45393522 45511525 "KLHL28" "ENSG00000179454" -1
"5567" "chr14" 45431411 45543634 "FAM179B" "ENSG00000198718" 1
"5570" "chr14" 45605143 45670093 "FANCM" "ENSG00000187790" 1
"5572" "chr14" 47120222 47121028 "RPL10L" "ENSG00000165496" -1
"5573" "chr14" 47308826 48144157 "MDGA2" "ENSG00000139915" -1
"5577" "chr14" 50065415 50081390 "LRR1" "ENSG00000165501" 1
"5579" "chr14" 50087489 50090198 "MGAT2" "ENSG00000168282" 1
"5580" "chr14" 50091892 50101948 "DNAAF2" "ENSG00000165506" -1
"5581" "chr14" 50110273 50155140 "POLE2" "ENSG00000100479" -1
"5582" "chr14" 50159823 50219870 "KLHDC1" "ENSG00000197776" 1
"5586" "chr14" 50448430 50474238 "C14orf182" "ENSG00000214900" -1
"5587" "chr14" 50550369 50559361 "C14orf183" "ENSG00000168260" -1
"5588" "chr14" 50575350 50583318 "VCPKMT" "ENSG00000100483" -1
"5590" "chr14" 50704281 50779266 "L2HGDH" "ENSG00000087299" -1
"5591" "chr14" 50779044 50802276 "ATP5S" "ENSG00000125375" 1
"5592" "chr14" 50796310 50883179 "CDKL1" "ENSG00000100490" -1
"5594" "chr14" 50999227 51099786 "ATL1" "ENSG00000198513" 1
"5595" "chr14" 51098776 51135049 "SAV1" "ENSG00000151748" -1
"5598" "chr14" 51338878 51371688 "ABHD12B" "ENSG00000131969" 1
"5599" "chr14" 51441980 51562779 "TRIM9" "ENSG00000100505" -1
"5602" "chr14" 52292913 52446060 "GNG2" "ENSG00000186469" 1
"5604" "chr14" 52471521 52535712 "NID2" "ENSG00000087303" -1
"5605" "chr14" 52734431 52743442 "PTGDR" "ENSG00000168229" 1
"5606" "chr14" 52781023 52795324 "PTGER2" "ENSG00000125384" 1
"5607" "chr14" 52897308 53019240 "TXNDC16" "ENSG00000087301" -1
"5608" "chr14" 53019866 53104431 "GPR137C" "ENSG00000180998" 1
"5611" "chr14" 53196898 53241716 "STYX" "ENSG00000198252" 1
"5612" "chr14" 53241912 53258386 "GNPNAT1" "ENSG00000100522" -1
"5614" "chr14" 53510686 53620000 "DDHD1" "ENSG00000100523" -1
"5615" "chr14" 54416454 54425479 "BMP4" "ENSG00000125378" -1
"5619" "chr14" 54976530 55005567 "CGRRF1" "ENSG00000100532" 1
"5620" "chr14" 55033815 55260033 "SAMD4A" "ENSG00000020577" 1
"5621" "chr14" 55308726 55369570 "GCH1" "ENSG00000131979" -1
"5622" "chr14" 55405668 55493823 "WDHD1" "ENSG00000198554" -1
"5623" "chr14" 55493948 55516206 "SOCS4" "ENSG00000180008" 1
"5626" "chr14" 55614830 55658396 "DLGAP5" "ENSG00000126787" -1
"5628" "chr14" 55833110 55878576 "ATG14" "ENSG00000126775" -1
"5629" "chr14" 55880259 55923444 "TBPL2" "ENSG00000182521" -1
"5631" "chr14" 56584532 56768244 "PELI2" "ENSG00000139946" 1
"5632" "chr14" 56955072 57117324 "TMEM260" "ENSG00000070269" 1
"5633" "chr14" 57267425 57277197 "OTX2" "ENSG00000165588" -1
"5634" "chr14" 57670518 57735726 "EXOC5" "ENSG00000070367" -1
"5636" "chr14" 57857262 57882635 "NAA30" "ENSG00000139977" 1
"5637" "chr14" 57936019 57960585 "C14orf105" "ENSG00000100557" -1
"5638" "chr14" 58030640 58448912 "SLC35F4" "ENSG00000151812" -1
"5639" "chr14" 58466453 58764857 "C14orf37" "ENSG00000139971" -1
"5643" "chr14" 58862634 58875419 "TOMM20L" "ENSG00000196860" 1
"5645" "chr14" 58894103 59015216 "KIAA0586" "ENSG00000100578" 1
"5646" "chr14" 59100685 59115039 "DACT1" "ENSG00000165617" 1
"5648" "chr14" 59895740 59932060 "GPR135" "ENSG00000181619" -1
"5649" "chr14" 59927081 59951148 "L3HYPDH" "ENSG00000126790" -1
"5651" "chr14" 59971257 60043549 "CCDC175" "ENSG00000151838" -1
"5652" "chr14" 60062694 60337684 "RTN1" "ENSG00000139970" -1
"5653" "chr14" 60386431 60530277 "LRRC9" "ENSG00000131951" 1
"5657" "chr14" 60863187 60982261 "C14orf39" "ENSG00000179008" -1
"5658" "chr14" 60975669 60979568 "SIX6" "ENSG00000184302" 1
"5659" "chr14" 61110133 61124977 "SIX1" "ENSG00000126778" -1
"5660" "chr14" 61176246 61191066 "SIX4" "ENSG00000100625" -1
"5661" "chr14" 61201460 61436671 "MNAT1" "ENSG00000020426" 1
"5662" "chr14" 61438169 61448076 "TRMT5" "ENSG00000126814" -1
"5663" "chr14" 61447832 61550451 "SLC38A6" "ENSG00000139974" 1
"5664" "chr14" 61654277 62017694 "PRKCH" "ENSG00000027075" 1
"5665" "chr14" 61744088 61748558 "TMEM30B" "ENSG00000182107" -1
"5667" "chr14" 62229075 62263146 "SNAPC1" "ENSG00000023608" 1
"5668" "chr14" 62453803 62568431 "SYT16" "ENSG00000139973" 1
"5669" "chr14" 63173287 63568755 "KCNH5" "ENSG00000140015" -1
"5670" "chr14" 63670832 63759937 "RHOJ" "ENSG00000126785" 1
"5672" "chr14" 64063757 64108579 "WDR89" "ENSG00000140006" -1
"5673" "chr14" 64150932 64194757 "SGPP1" "ENSG00000126821" -1
"5675" "chr14" 64550950 64804830 "ESR2" "ENSG00000140009" -1
"5677" "chr14" 64915824 64971931 "ZBTB25" "ENSG00000089775" -1
"5678" "chr14" 64932217 64941221 "AKAP5" "ENSG00000179841" 1
"5680" "chr14" 65002623 65009955 "HSPA2" "ENSG00000126803" 1
"5681" "chr14" 65016620 65056098 "PPP1R36" "ENSG00000165807" 1
"5682" "chr14" 65170820 65213610 "PLEKHG3" "ENSG00000126822" 1
"5683" "chr14" 65213002 65346601 "SPTB" "ENSG00000070182" -1
"5687" "chr14" 65405870 65409531 "GPX2" "ENSG00000176153" -1
"5688" "chr14" 65412532 65439494 "RAB15" "ENSG00000139998" -1
"5691" "chr14" 66974125 67648520 "GPHN" "ENSG00000171723" 1
"5692" "chr14" 67656110 67695267 "FAM71D" "ENSG00000172717" 1
"5693" "chr14" 67707826 67802536 "MPP5" "ENSG00000072415" 1
"5696" "chr14" 67853700 67878917 "PLEK2" "ENSG00000100558" -1
"5697" "chr14" 67913801 68000456 "TMEM229B" "ENSG00000198133" -1
"5698" "chr14" 68000018 68056329 "PLEKHH1" "ENSG00000054690" 1
"5699" "chr14" 68048672 68067004 "PIGH" "ENSG00000100564" -1
"5700" "chr14" 68086515 68118437 "ARG2" "ENSG00000081181" 1
"5703" "chr14" 68168603 68201169 "RDH12" "ENSG00000139988" 1
"5704" "chr14" 68194091 68283307 "ZFYVE26" "ENSG00000072121" -1
"5710" "chr14" 69725994 69821183 "GALNT16" "ENSG00000100626" 1
"5713" "chr14" 69951409 69995215 "PLEKHD1" "ENSG00000175985" 1
"5718" "chr14" 70242134 70264006 "SLC10A1" "ENSG00000100652" -1
"5719" "chr14" 70320848 70499083 "SMOC1" "ENSG00000198732" 1
"5720" "chr14" 70510934 70655787 "SLC8A3" "ENSG00000100678" -1
"5721" "chr14" 70791798 70826448 "COX16" "ENSG00000133983" -1
"5722" "chr14" 70838148 70883778 "SYNJ2BP" "ENSG00000213463" -1
"5723" "chr14" 70918874 70926622 "ADAM21" "ENSG00000139985" 1
"5724" "chr14" 70989075 71001732 "ADAM20" "ENSG00000134007" -1
"5726" "chr14" 71108504 71142077 "TTC9" "ENSG00000133985" 1
"5727" "chr14" 71189243 71276251 "MAP3K9" "ENSG00000006432" -1
"5728" "chr14" 71374122 71582099 "PCNX" "ENSG00000100731" 1
"5729" "chr14" 71787166 72207946 "SIPA1L1" "ENSG00000197555" 1
