"chr" "chromStart" "chromEnd" "hgnc_symbol" "ensembl_gene_id" "strand"
"4502" "chr12" 54673977 54680872 "HNRNPA1" "ENSG00000135486" 1
"4504" "chr12" 54694986 54745633 "COPZ1" "ENSG00000111481" 1
"4507" "chr12" 54789045 54813244 "ITGA5" "ENSG00000161638" -1
"4514" "chr12" 55224303 55252177 "MUCL1" "ENSG00000172551" 1
"4534" "chr12" 56109820 56113871 "BLOC1S1" "ENSG00000135441" 1
"4536" "chr12" 56119107 56123491 "CD63" "ENSG00000135404" -1
"4538" "chr12" 56146247 56211540 "SARNP" "ENSG00000205323" -1
"4539" "chr12" 56211703 56215663 "ORMDL2" "ENSG00000123353" 1
"4540" "chr12" 56214744 56224608 "DNAJC14" "ENSG00000135392" -1
"4542" "chr12" 56295197 56326402 "WIBG" "ENSG00000170473" -1
"4546" "chr12" 56367697 56388490 "RAB5B" "ENSG00000111540" 1
"4550" "chr12" 56473641 56497289 "ERBB3" "ENSG00000065361" 1
"4551" "chr12" 56498103 56507691 "PA2G4" "ENSG00000170515" 1
"4554" "chr12" 56512034 56538455 "ESYT1" "ENSG00000139641" 1
"4555" "chr12" 56546040 56553431 "MYL6B" "ENSG00000196465" 1
"4556" "chr12" 56551945 56557280 "MYL6" "ENSG00000092841" 1
"4557" "chr12" 56556767 56583351 "SMARCC2" "ENSG00000139613" -1
"4559" "chr12" 56615799 56623638 "NABP2" "ENSG00000139579" 1
"4563" "chr12" 56665483 56694176 "CS" "ENSG00000062485" -1
"4567" "chr12" 56735381 56753939 "STAT2" "ENSG00000170581" -1
"4574" "chr12" 56989380 57030600 "BAZ2A" "ENSG00000076108" -1
"4575" "chr12" 57031959 57039798 "ATP5B" "ENSG00000110955" -1
"4576" "chr12" 57057127 57082159 "PTGES3" "ENSG00000110958" -1
"4577" "chr12" 57106212 57125412 "NACA" "ENSG00000196531" -1
"4589" "chr12" 57489191 57525922 "STAT6" "ENSG00000166888" -1
"4590" "chr12" 57522276 57607134 "LRP1" "ENSG00000123384" 1
"4592" "chr12" 57623110 57628718 "SHMT2" "ENSG00000182199" 1
"4595" "chr12" 57643392 57824788 "R3HDM2" "ENSG00000179912" -1
"4600" "chr12" 57869228 57911352 "MARS" "ENSG00000166986" 1
"4601" "chr12" 57910371 57914300 "DDIT3" "ENSG00000175197" -1
"4603" "chr12" 57923885 57941114 "DCTN2" "ENSG00000175203" -1
"4605" "chr12" 57984957 57997198 "PIP4K2C" "ENSG00000166908" 1
"4610" "chr12" 58087738 58115340 "OS9" "ENSG00000135506" 1
"4613" "chr12" 58141510 58149796 "CDK4" "ENSG00000135446" -1
"4618" "chr12" 58176372 58201854 "TSFM" "ENSG00000123297" 1
"4620" "chr12" 58213710 58240522 "CTDSP2" "ENSG00000175215" -1
"4625" "chr12" 62654119 62811211 "USP15" "ENSG00000135655" 1
"4626" "chr12" 62860597 62991363 "MON2" "ENSG00000061987" 1
"4636" "chr12" 64845660 64895888 "TBK1" "ENSG00000183735" 1
"4637" "chr12" 65004293 65091347 "RASSF3" "ENSG00000153179" 1
"4639" "chr12" 65107225 65153227 "GNS" "ENSG00000135677" -1
"4646" "chr12" 66517709 66563852 "TMBIM4" "ENSG00000155957" -1
"4650" "chr12" 67663061 67713731 "CAND1" "ENSG00000111530" 1
"4656" "chr12" 69004619 69054372 "RAP1B" "ENSG00000127314" 1
"4657" "chr12" 69080514 69136785 "NUP107" "ENSG00000111581" 1
"4659" "chr12" 69201956 69239214 "MDM2" "ENSG00000135679" 1
"4661" "chr12" 69633317 69668138 "CPSF6" "ENSG00000111605" 1
"4662" "chr12" 69742121 69748014 "LYZ" "ENSG00000090382" 1
"4663" "chr12" 69753483 69784576 "YEATS4" "ENSG00000127337" 1
"4665" "chr12" 69979114 69995350 "CCT2" "ENSG00000166226" 1
"4668" "chr12" 70132461 70216984 "RAB3IP" "ENSG00000127328" 1
"4670" "chr12" 70636774 70748773 "CNOT2" "ENSG00000111596" 1
"4676" "chr12" 72003252 72061505 "ZFC3H1" "ENSG00000133858" -1
"4679" "chr12" 72148654 72184699 "RAB21" "ENSG00000080371" 1
"4680" "chr12" 72233487 72320629 "TBC1D15" "ENSG00000121749" 1
"4689" "chr12" 75890684 75905416 "KRR1" "ENSG00000111615" -1
"4691" "chr12" 76438670 76478813 "NAP1L1" "ENSG00000187109" -1
"4693" "chr12" 76745577 76953589 "OSBPL8" "ENSG00000091039" -1
"4699" "chr12" 79968759 80084877 "PAWR" "ENSG00000177425" -1
"4700" "chr12" 80167343 80329240 "PPP1R12A" "ENSG00000058272" -1
"4723" "chr12" 89741009 89747048 "DUSP6" "ENSG00000139318" -1
"4727" "chr12" 89981828 90103077 "ATP2B1" "ENSG00000070961" -1
"4731" "chr12" 91496406 91505608 "LUM" "ENSG00000139329" -1
"4732" "chr12" 91539025 91576900 "DCN" "ENSG00000011465" -1
"4733" "chr12" 92536286 92539673 "BTG1" "ENSG00000133639" -1
"4738" "chr12" 93164413 93323107 "EEA1" "ENSG00000102189" -1
"4739" "chr12" 93771659 93797024 "NUDT4" "ENSG00000173598" 1
"4740" "chr12" 93799449 93836038 "UBE2N" "ENSG00000177889" -1
"4741" "chr12" 93861264 93897545 "MRPL42" "ENSG00000198015" 1
"4747" "chr12" 95290831 95397546 "NDUFA12" "ENSG00000184752" -1
"4750" "chr12" 95611522 95696566 "VEZT" "ENSG00000028203" 1
"4751" "chr12" 95867296 95909615 "METAP2" "ENSG00000111142" 1
"4753" "chr12" 96051583 96184930 "NTN4" "ENSG00000074527" -1
"4754" "chr12" 96252706 96297606 "SNRPF" "ENSG00000139343" 1
"4758" "chr12" 96394606 96437298 "LTA4H" "ENSG00000111144" -1
"4759" "chr12" 96588160 96663613 "ELK3" "ENSG00000111145" 1
"4760" "chr12" 96672039 96794338 "CDK17" "ENSG00000059758" -1
"4763" "chr12" 98909290 98944157 "TMPO" "ENSG00000120802" 1
"4764" "chr12" 98987369 98995946 "SLC25A3" "ENSG00000075415" 1
"4767" "chr12" 99120235 100378432 "ANKS1B" "ENSG00000185046" -1
"4769" "chr12" 100422233 100536626 "UHRF1BP1L" "ENSG00000111647" -1
"4772" "chr12" 100660918 100735502 "SCYL2" "ENSG00000136021" 1
"4779" "chr12" 101786898 101801598 "ARL1" "ENSG00000120805" -1
"4782" "chr12" 102090725 102137918 "CHPT1" "ENSG00000111666" 1
"4784" "chr12" 102139275 102224716 "GNPTAB" "ENSG00000111670" -1
"4786" "chr12" 102406705 102455927 "CCDC53" "ENSG00000120860" -1
"4796" "chr12" 104323885 104347423 "HSP90B1" "ENSG00000166598" 1
"4798" "chr12" 104359582 104382652 "TDG" "ENSG00000139372" 1
"4802" "chr12" 104609557 104744061 "TXNRD1" "ENSG00000198431" 1
"4805" "chr12" 105196331 105352522 "SLC41A2" "ENSG00000136052" -1
"4806" "chr12" 105380088 105443515 "C12orf45" "ENSG00000151131" 1
"4808" "chr12" 105567074 105630016 "APPL2" "ENSG00000136044" -1
"4811" "chr12" 106631655 106698057 "CKAP4" "ENSG00000136026" -1
"4816" "chr12" 107349497 107372556 "C12orf23" "ENSG00000151135" 1
"4820" "chr12" 108079509 108106944 "PWP1" "ENSG00000136045" 1
"4826" "chr12" 108916357 108955176 "SART3" "ENSG00000075856" -1
"4827" "chr12" 108956358 108963160 "ISCU" "ENSG00000136003" 1
"4830" "chr12" 109038885 109125372 "CORO1C" "ENSG00000110880" -1
"4836" "chr12" 109535379 109548797 "UNG" "ENSG00000076248" 1
"4840" "chr12" 109886461 109915349 "KCTD10" "ENSG00000110906" -1
"4841" "chr12" 109915207 109974507 "UBE3B" "ENSG00000151148" 1
"4848" "chr12" 110367607 110434194 "GIT2" "ENSG00000139436" -1
"4849" "chr12" 110436991 110477568 "ANKRD13A" "ENSG00000076513" 1
"4852" "chr12" 110718561 110788898 "ATP2A2" "ENSG00000174437" 1
"4853" "chr12" 110810705 110841535 "ANAPC7" "ENSG00000196510" -1
"4854" "chr12" 110872630 110888227 "ARPC3" "ENSG00000111229" -1
"4857" "chr12" 110928902 110939922 "VPS29" "ENSG00000111237" -1
"4860" "chr12" 111051832 111087235 "TCTN1" "ENSG00000204852" 1
"4862" "chr12" 111157485 111180744 "PPP1CC" "ENSG00000186298" -1
"4868" "chr12" 111890018 112037480 "ATXN2" "ENSG00000204842" -1
"4870" "chr12" 112123857 112194903 "ACAD10" "ENSG00000111271" 1
"4872" "chr12" 112204691 112247782 "ALDH2" "ENSG00000111275" 1
"4873" "chr12" 112279782 112334343 "MAPKAPK5" "ENSG00000089022" 1
"4875" "chr12" 112451120 112461255 "ERP29" "ENSG00000089248" 1
"4876" "chr12" 112464500 112546826 "NAA25" "ENSG00000111300" -1
"4877" "chr12" 112563305 112591407 "TRAFD1" "ENSG00000135148" 1
"4878" "chr12" 112597992 112819896 "HECTD4" "ENSG00000173064" -1
"4879" "chr12" 112842994 112856642 "RPL6" "ENSG00000089009" -1
"4880" "chr12" 112856155 112947717 "PTPN11" "ENSG00000179295" 1
"4882" "chr12" 113344582 113369990 "OAS1" "ENSG00000089127" 1
"4883" "chr12" 113376157 113411054 "OAS3" "ENSG00000111331" 1
"4884" "chr12" 113416200 113449528 "OAS2" "ENSG00000111335" 1
"4899" "chr12" 115108059 115121969 "TBX3" "ENSG00000135111" -1
"4900" "chr12" 116395711 116715143 "MED13L" "ENSG00000123066" -1
"4907" "chr12" 117581146 117628336 "FBXO21" "ENSG00000135108" -1
"4910" "chr12" 118451393 118470935 "RFC5" "ENSG00000111445" 1
"4911" "chr12" 118470712 118500235 "WSB2" "ENSG00000176871" -1
"4913" "chr12" 118573663 118583389 "PEBP1" "ENSG00000089220" 1
"4914" "chr12" 118587606 118810750 "TAOK3" "ENSG00000135090" -1
"4915" "chr12" 118814185 118855840 "SUDS3" "ENSG00000111707" 1
"4924" "chr12" 120565007 120632513 "GCN1L1" "ENSG00000089154" -1
"4925" "chr12" 120634489 120639038 "RPLP0" "ENSG00000089157" -1
"4926" "chr12" 120648250 120703574 "PXN" "ENSG00000089159" -1
"4930" "chr12" 120875893 120878545 "COX6A1" "ENSG00000111775" 1
"4931" "chr12" 120881764 120884215 "TRIAP1" "ENSG00000170855" -1
"4933" "chr12" 120899471 120907596 "SRSF9" "ENSG00000111786" -1
"4934" "chr12" 120907653 120936296 "DYNLL1" "ENSG00000088986" 1
"4935" "chr12" 120941077 120972237 "COQ5" "ENSG00000110871" -1
"4936" "chr12" 120971283 121015397 "RNF10" "ENSG00000022840" 1
"4937" "chr12" 121016567 121019201 "POP5" "ENSG00000167272" -1
"4939" "chr12" 121124672 121139667 "MLEC" "ENSG00000110917" 1
"4942" "chr12" 121200313 121342174 "SPPL3" "ENSG00000157837" -1
"4949" "chr12" 121675497 121736111 "CAMKK2" "ENSG00000110931" -1
"4950" "chr12" 121746048 121837699 "ANAPC5" "ENSG00000089053" -1
"4951" "chr12" 121837844 121868389 "RNF34" "ENSG00000170633" 1
"4966" "chr12" 122692210 122712081 "DIABLO" "ENSG00000184047" -1
"4969" "chr12" 122755979 122907179 "CLIP1" "ENSG00000130779" -1
"4971" "chr12" 122989190 123011547 "RSRC2" "ENSG00000111011" -1
"4976" "chr12" 123237321 123255611 "DENR" "ENSG00000139726" 1
"4982" "chr12" 123464607 123467456 "ARL6IP4" "ENSG00000182196" 1
"4986" "chr12" 123745528 123756881 "CDK2AP1" "ENSG00000111328" -1
"4987" "chr12" 123773656 123849390 "SBNO1" "ENSG00000139697" -1
"4988" "chr12" 123868320 123893905 "SETD8" "ENSG00000183955" 1
"4990" "chr12" 123942188 123957701 "SNRNP35" "ENSG00000184209" 1
"4992" "chr12" 124069078 124083116 "TMED2" "ENSG00000086598" 1
"4994" "chr12" 124104953 124118313 "EIF2B1" "ENSG00000111361" -1
"5001" "chr12" 124456392 124499986 "ZNF664" "ENSG00000179195" 1
"5003" "chr12" 124808961 125052135 "NCOR2" "ENSG00000196498" -1
"5005" "chr12" 125396150 125401914 "UBC" "ENSG00000150991" -1
"5018" "chr12" 131356424 131362223 "RAN" "ENSG00000132341" 1
"5034" "chr12" 133264192 133297276 "PXMP2" "ENSG00000176894" 1
"5037" "chr12" 133302254 133338474 "ANKLE2" "ENSG00000176915" -1
"5038" "chr12" 133345495 133405444 "GOLGA3" "ENSG00000090615" -1
"5046" "chr12" 133707570 133783698 "ZNF268" "ENSG00000090612" 1
"5051" "chr13" 20207788 20247599 "MPHOSPH8" "ENSG00000196199" 1
"5052" "chr13" 20248896 20357142 "PSPC1" "ENSG00000121390" -1
"5054" "chr13" 20532810 20665968 "ZMYM2" "ENSG00000121741" 1
"5064" "chr13" 21714653 21723221 "SAP18" "ENSG00000150459" 1
"5067" "chr13" 21950263 22033509 "ZDHHC20" "ENSG00000180776" -1
"5068" "chr13" 22066836 22178353 "MICU2" "ENSG00000165487" -1
"5073" "chr13" 24304328 24463558 "MIPEP" "ENSG00000027001" -1
"5075" "chr13" 24553944 24881212 "SPATA13" "ENSG00000182957" 1
"5078" "chr13" 24995064 25086948 "PARP4" "ENSG00000102699" -1
"5082" "chr13" 25670300 25673389 "PABPC3" "ENSG00000151846" 1
"5085" "chr13" 25875662 25923938 "NUPL1" "ENSG00000139496" 1
"5089" "chr13" 26706253 26796791 "RNF6" "ENSG00000127870" -1
"5094" "chr13" 27825446 27830828 "RPL21" "ENSG00000122026" 1
"5096" "chr13" 27998681 28009958 "GTF3A" "ENSG00000122034" 1
"5097" "chr13" 28009776 28024739 "MTIF3" "ENSG00000122033" -1
"5099" "chr13" 28194903 28241548 "POLR1D" "ENSG00000186184" 1
"5102" "chr13" 28519343 28519727 "ATP5EP2" "ENSG00000180389" 1
"5106" "chr13" 28712643 28869475 "PAN3" "ENSG00000152520" 1
"5108" "chr13" 29233241 29253062 "POMP" "ENSG00000132963" 1
"5112" "chr13" 30338508 30424821 "UBL3" "ENSG00000122042" -1
"5114" "chr13" 31032884 31191734 "HMGB1" "ENSG00000189403" -1
"5116" "chr13" 31309645 31338556 "ALOX5AP" "ENSG00000132965" 1
"5119" "chr13" 31710762 31736525 "HSPH1" "ENSG00000120694" -1
"5126" "chr13" 33006554 33112970 "N4BP2L2" "ENSG00000244754" -1
"5127" "chr13" 33160564 33352157 "PDS5B" "ENSG00000083642" 1
"5137" "chr13" 36875775 36944317 "SPG20" "ENSG00000133104" -1
"5143" "chr13" 37523912 37574398 "ALG5" "ENSG00000120697" -1
"5144" "chr13" 37572953 37583750 "EXOSC8" "ENSG00000120699" 1
"5145" "chr13" 37583449 37633850 "SUPT20H" "ENSG00000102710" -1
"5147" "chr13" 38136720 38172981 "POSTN" "ENSG00000133110" -1
"5149" "chr13" 38923986 38937140 "UFM1" "ENSG00000120686" 1
"5152" "chr13" 39584003 39612252 "PROSER1" "ENSG00000120685" -1
"5153" "chr13" 39612443 39624246 "NHLRC3" "ENSG00000188811" 1
"5154" "chr13" 39917029 40177665 "LHFP" "ENSG00000183722" -1
"5157" "chr13" 41129804 41240734 "FOXO1" "ENSG00000150907" -1
"5158" "chr13" 41303432 41345309 "MRPS31" "ENSG00000102738" -1
"5160" "chr13" 41506056 41635576 "ELF1" "ENSG00000120690" -1
"5165" "chr13" 41885341 41951166 "NAA16" "ENSG00000172766" 1
"5167" "chr13" 42140973 42535256 "VWA8" "ENSG00000102763" -1
"5169" "chr13" 42846289 42897396 "AKAP11" "ENSG00000023516" 1
"5172" "chr13" 43460524 43566407 "EPSTI1" "ENSG00000133106" -1
"5179" "chr13" 45007655 45151283 "TSC22D1" "ENSG00000102804" -1
"5181" "chr13" 45563687 45607746 "GPALPP1" "ENSG00000133114" 1
"5182" "chr13" 45694650 45858237 "GTF2F2" "ENSG00000188342" 1
"5184" "chr13" 45911008 45915505 "TPT1" "ENSG00000133112" -1
"5186" "chr13" 46039060 46110765 "COG3" "ENSG00000136152" 1
"5190" "chr13" 46528600 46626894 "ZC3H13" "ENSG00000123200" -1
"5192" "chr13" 46700055 46786006 "LCP1" "ENSG00000136167" -1
"5196" "chr13" 47345391 47371367 "ESD" "ENSG00000139684" -1
"5198" "chr13" 48510622 48612125 "SUCLA2" "ENSG00000136143" -1
"5200" "chr13" 48627459 48669267 "MED4" "ENSG00000136146" -1
"5201" "chr13" 48807294 48837063 "ITM2B" "ENSG00000136156" 1
"5202" "chr13" 48877887 49056122 "RB1" "ENSG00000139687" 1
"5203" "chr13" 48963707 49018840 "LPAR6" "ENSG00000139679" -1
"5206" "chr13" 49550048 49783915 "FNDC3A" "ENSG00000102531" 1
"5210" "chr13" 50007495 50020554 "AL136218.1" "ENSG00000215462" -1
"5212" "chr13" 50069746 50103123 "PHF11" "ENSG00000136147" 1
"5216" "chr13" 50273447 50367057 "KPNA3" "ENSG00000102753" -1
"5218" "chr13" 50570024 50594617 "TRIM13" "ENSG00000204977" 1
"5222" "chr13" 51483814 51544592 "RNASEH2B" "ENSG00000136104" 1
"5225" "chr13" 51928213 52028400 "INTS6" "ENSG00000102786" -1
"5235" "chr13" 52986737 53024763 "VPS36" "ENSG00000136100" -1
"5236" "chr13" 53029564 53050763 "CKAP2" "ENSG00000136108" 1
"5237" "chr13" 53191605 53217919 "HNRNPA1L2" "ENSG00000139675" 1
"5238" "chr13" 53226844 53275044 "SUGT1" "ENSG00000165416" 1
"5249" "chr13" 60970591 61148012 "TDRD3" "ENSG00000083544" 1
"5257" "chr13" 73329540 73356234 "DIS3" "ENSG00000083520" -1
"5258" "chr13" 73356197 73590591 "PIBF1" "ENSG00000083535" 1
"5262" "chr13" 75858808 76056250 "TBC1D4" "ENSG00000136111" -1
"5263" "chr13" 76099350 76123575 "COMMD6" "ENSG00000188243" -1
"5264" "chr13" 76123619 76180085 "UCHL3" "ENSG00000118939" 1
"5265" "chr13" 76194570 76434004 "LMO7" "ENSG00000136153" 1
"5267" "chr13" 77454312 77460540 "KCTD12" "ENSG00000178695" -1
"5270" "chr13" 77566740 77601330 "FBXL3" "ENSG00000005812" -1
"5271" "chr13" 77618792 77901185 "MYCBP2" "ENSG00000005810" -1
"5277" "chr13" 79885962 79980612 "RBM26" "ENSG00000139746" -1
"5292" "chr13" 96329393 96447243 "DNAJC3" "ENSG00000102580" 1
"5293" "chr13" 96453834 96705736 "UGGT2" "ENSG00000102595" -1
"5296" "chr13" 97873688 98046374 "MBNL2" "ENSG00000139793" 1
"5298" "chr13" 98605912 98676551 "IPO5" "ENSG00000065150" 1
"5299" "chr13" 98794816 99102027 "FARP1" "ENSG00000152767" 1
"5301" "chr13" 99102455 99230194 "STK24" "ENSG00000102572" -1
"5303" "chr13" 99445741 99738879 "DOCK9" "ENSG00000088387" -1
"5304" "chr13" 99853028 100038688 "UBAC2" "ENSG00000134882" 1
"5307" "chr13" 100153671 100216260 "TM9SF2" "ENSG00000125304" 1
"5311" "chr13" 100741269 101182686 "PCCA" "ENSG00000175198" 1
"5315" "chr13" 102104966 102375456 "ITGBL1" "ENSG00000198542" 1
"5317" "chr13" 103249353 103331521 "TPP2" "ENSG00000134900" 1
"5322" "chr13" 103451399 103493885 "BIVM" "ENSG00000134897" 1
"5323" "chr13" 103497194 103528345 "ERCC5" "ENSG00000134899" 1
"5327" "chr13" 107194021 107220512 "ARGLU1" "ENSG00000134884" -1
"5334" "chr13" 110801318 110959496 "COL4A1" "ENSG00000187498" -1
"5335" "chr13" 110958159 111165374 "COL4A2" "ENSG00000134871" 1
"5337" "chr13" 111267881 111292340 "CARKD" "ENSG00000213995" 1
"5338" "chr13" 111293759 111365950 "CARS2" "ENSG00000134905" -1
"5339" "chr13" 111365083 111373421 "ING1" "ENSG00000153487" 1
"5341" "chr13" 111530887 111567416 "ANKRD10" "ENSG00000088448" -1
"5342" "chr13" 111766906 111958084 "ARHGEF7" "ENSG00000102606" 1
"5349" "chr13" 113548692 113754053 "MCF2L" "ENSG00000126217" 1
"5353" "chr13" 113831891 113863029 "PCID2" "ENSG00000126226" -1
"5354" "chr13" 113862552 113919399 "CUL4A" "ENSG00000139842" 1
"5355" "chr13" 113951556 113977987 "LAMP1" "ENSG00000185896" 1
"5358" "chr13" 114110134 114145267 "DCUN1D2" "ENSG00000150401" -1
"5359" "chr13" 114145310 114204542 "TMCO3" "ENSG00000150403" 1
"5360" "chr13" 114239013 114295785 "TFDP1" "ENSG00000198176" 1
"5366" "chr13" 115000362 115038198 "CDC16" "ENSG00000130177" 1
"5367" "chr13" 115047059 115071283 "UPF3A" "ENSG00000169062" 1
"5368" "chr13" 115079988 115092796 "CHAMP1" "ENSG00000198824" 1
"5388" "chr14" 20779527 20801471 "CCNB1IP1" "ENSG00000100814" -1
"5389" "chr14" 20811741 20826064 "PARP2" "ENSG00000129484" 1
"5393" "chr14" 20923350 20925927 "APEX1" "ENSG00000100823" 1
"5395" "chr14" 20937113 20945253 "PNP" "ENSG00000198805" 1
"5402" "chr14" 21152336 21167130 "ANG" "ENSG00000214274" 1
"5406" "chr14" 21269387 21271437 "RNASE1" "ENSG00000129538" -1
"5409" "chr14" 21457929 21465189 "METTL17" "ENSG00000165792" 1
"5411" "chr14" 21484922 21539031 "NDRG2" "ENSG00000165795" -1
"5420" "chr14" 21677295 21737653 "HNRNPC" "ENSG00000092199" -1
"5422" "chr14" 21819631 21852425 "SUPT16H" "ENSG00000092201" -1
"5423" "chr14" 21853353 21924285 "CHD8" "ENSG00000100888" -1
"5424" "chr14" 21927179 21945132 "RAB2B" "ENSG00000129472" -1
"5425" "chr14" 21944756 21967319 "TOX4" "ENSG00000092203" 1
"5426" "chr14" 21966277 21979517 "METTL3" "ENSG00000165819" -1
"5431" "chr14" 23033805 23058175 "DAD1" "ENSG00000129562" -1
"5434" "chr14" 23235731 23241007 "OXA1L" "ENSG00000155463" 1
"5436" "chr14" 23299088 23304246 "MRPL52" "ENSG00000172590" 1
"5437" "chr14" 23305766 23318236 "MMP14" "ENSG00000157227" 1
"5440" "chr14" 23369854 23388393 "RBM23" "ENSG00000100461" -1
"5441" "chr14" 23389720 23398794 "PRMT5" "ENSG00000100462" -1
"5442" "chr14" 23415437 23426370 "HAUS4" "ENSG00000092036" -1
"5445" "chr14" 23485752 23504439 "PSMB5" "ENSG00000100804" -1
"5448" "chr14" 23527773 23564823 "ACIN1" "ENSG00000100813" -1
"5451" "chr14" 23594504 23652883 "SLC7A8" "ENSG00000092068" -1
"5455" "chr14" 23767999 23780968 "BCL2L2" "ENSG00000129473" 1
"5457" "chr14" 23790498 23795394 "PABPN1" "ENSG00000100836" 1
"5464" "chr14" 23938897 23979071 "NGDN" "ENSG00000129460" 1
"5467" "chr14" 24028774 24037279 "AP1G2" "ENSG00000213983" -1
"5477" "chr14" 24583404 24594451 "DCAF11" "ENSG00000100897" 1
"5479" "chr14" 24605367 24608176 "PSME1" "ENSG00000092010" 1
"5481" "chr14" 24612574 24616779 "PSME2" "ENSG00000100911" -1
"5483" "chr14" 24630262 24635774 "IRF9" "ENSG00000213928" 1
"5486" "chr14" 24658349 24682679 "TM9SF1" "ENSG00000100926" -1
"5491" "chr14" 24686058 24701660 "NEDD8" "ENSG00000129559" -1
"5492" "chr14" 24701628 24708448 "GMPR2" "ENSG00000100938" 1
"5493" "chr14" 24708849 24711880 "TINF2" "ENSG00000092330" -1
"5507" "chr14" 24898492 24910540 "KHNYN" "ENSG00000100441" 1
"5519" "chr14" 31091318 31205018 "SCFD1" "ENSG00000092108" 1
"5521" "chr14" 31363005 31495607 "STRN3" "ENSG00000196792" -1
"5523" "chr14" 31569318 31677010 "HECTD1" "ENSG00000092148" -1
"5524" "chr14" 31760994 31889788 "HEATR5A" "ENSG00000129493" -1
"5527" "chr14" 32545320 32628934 "ARHGAP5" "ENSG00000100852" 1
"5532" "chr14" 34985135 35008916 "EAPP" "ENSG00000129518" -1
"5533" "chr14" 35030300 35099389 "SNX6" "ENSG00000129515" -1
"5535" "chr14" 35221937 35344853 "BAZ1A" "ENSG00000198604" -1
"5536" "chr14" 35451163 35498773 "SRP54" "ENSG00000100883" 1
"5537" "chr14" 35514113 35582336 "FAM177A1" "ENSG00000151327" 1
"5539" "chr14" 35591052 35743271 "KIAA0391" "ENSG00000100890" 1
"5540" "chr14" 35747839 35786699 "PSMA6" "ENSG00000100902" 1
"5541" "chr14" 35870717 35873955 "NFKBIA" "ENSG00000100906" -1
"5545" "chr14" 36767770 36789882 "MBIP" "ENSG00000151332" -1
"5552" "chr14" 38059189 38069245 "FOXA1" "ENSG00000129514" -1
"5556" "chr14" 39501123 39578850 "SEC23A" "ENSG00000100934" -1
"5559" "chr14" 39644387 39652422 "PNN" "ENSG00000100941" 1
"5568" "chr14" 45553302 45585485 "PRPF39" "ENSG00000185246" 1
"5569" "chr14" 45584803 45604522 "FKBP3" "ENSG00000100442" -1
"5571" "chr14" 45672393 45722743 "MIS18BP1" "ENSG00000129534" -1
"5575" "chr14" 50043390 50065408 "RPS29" "ENSG00000213741" -1
"5578" "chr14" 50085237 50087403 "RPL36AL" "ENSG00000165502" -1
"5583" "chr14" 50234326 50249909 "KLHDC2" "ENSG00000165516" 1
"5584" "chr14" 50249997 50319921 "NEMF" "ENSG00000165525" -1
"5585" "chr14" 50359810 50361490 "ARF6" "ENSG00000165527" 1
"5589" "chr14" 50583847 50698276 "SOS2" "ENSG00000100485" -1
"5593" "chr14" 50885219 51027844 "MAP4K5" "ENSG00000012983" -1
"5596" "chr14" 51186481 51297839 "NIN" "ENSG00000100503" -1
"5597" "chr14" 51324609 51411454 "PYGL" "ENSG00000100504" -1
"5600" "chr14" 51706880 51722759 "TMX1" "ENSG00000139921" 1
"5601" "chr14" 51955818 52197445 "FRMD6" "ENSG00000139926" 1
"5603" "chr14" 52456193 52471420 "C14orf166" "ENSG00000087302" 1
"5609" "chr14" 53106634 53162618 "ERO1L" "ENSG00000197930" -1
"5610" "chr14" 53173890 53195305 "PSMC6" "ENSG00000100519" 1
"5613" "chr14" 53323986 53419153 "FERMT2" "ENSG00000073712" -1
"5616" "chr14" 54863567 54886936 "CDKN3" "ENSG00000100526" 1
"5617" "chr14" 54893654 54908149 "CNIH1" "ENSG00000100528" -1
"5618" "chr14" 54941202 54955914 "GMFB" "ENSG00000197045" -1
"5624" "chr14" 55518349 55536910 "MAPK1IP1L" "ENSG00000168175" 1
"5625" "chr14" 55590828 55612126 "LGALS3" "ENSG00000131981" 1
"5627" "chr14" 55738021 55828636 "FBXO34" "ENSG00000178974" 1
"5630" "chr14" 56025790 56168244 "KTN1" "ENSG00000126777" 1
"5635" "chr14" 57735627 57756797 "AP5M1" "ENSG00000053770" 1
"5640" "chr14" 58666798 58701750 "ACTR10" "ENSG00000131966" 1
"5641" "chr14" 58711549 58738730 "PSMA3" "ENSG00000100567" 1
"5642" "chr14" 58765103 58840605 "ARID4A" "ENSG00000032219" 1
"5644" "chr14" 58875212 58894332 "TIMM9" "ENSG00000100575" -1
"5647" "chr14" 59655364 59838123 "DAAM1" "ENSG00000100592" 1
"5650" "chr14" 59951161 59972128 "JKAMP" "ENSG00000050130" 1
"5654" "chr14" 60558629 60635851 "PCNXL4" "ENSG00000126773" 1
"5655" "chr14" 60610838 60636574 "DHRS7" "ENSG00000100612" -1
"5656" "chr14" 60712470 60765805 "PPM1A" "ENSG00000100614" 1
"5666" "chr14" 62162231 62214976 "HIF1A" "ENSG00000100644" 1
"5671" "chr14" 63838075 64010092 "PPP2R5E" "ENSG00000154001" -1
"5674" "chr14" 64319683 64693165 "SYNE2" "ENSG00000054654" 1
"5676" "chr14" 64854749 64926722 "MTHFD1" "ENSG00000100714" 1
"5679" "chr14" 64970430 65000408 "ZBTB1" "ENSG00000126804" 1
"5686" "chr14" 65381203 65528521 "CHURC1-FNTB" "ENSG00000125954" 1
"5689" "chr14" 65472892 65569413 "MAX" "ENSG00000125952" -1
